73024300,63514294
140334474,402188501
41550068,371561524
739573,374027149
91020497,374963466
50960524,47943794
59241675,293831068
110450175,256334316
27313574,23438692
138301582,159494778
65430876,199428930
65221359,318905049
108673661,3107682
72392234,373532591
43624984,346577758
138735272,64405388
58871895,265009968
74226240,84620678
124221192,297376471
62405762,167776011
60539627,351848700
70308726,127351438
9748855,229481849
32203843,337771386
94432660,110490458
121777817,82672046
115754404,217295794
33217959,96198602
42560916,224256695
38479843,315675157
54476739,107483935
123642365,245778079
126501325,182645133
114529391,166695352
43725519,156692677
77020029,47160372
103426053,364094620
65227955,60015985
73870155,346985951
119490278,184764415
76930958,247135839
43294371,286039429
94432660,171218885
33787718,64790011
126943639,335267211
102212715,35413470
31446692,54191247
71284684,132507653
93970634,118307390
64355869,331365562
9892292,393084850
13859635,179332811
83978856,145448079
109159794,59665279
29983125,328113364
95247029,85155840
39939822,134445274
23231484,365031366
136232385,226830839
50157359,306038329
68709423,386662343
79181598,69161907
2935703,131744505
85994287,46511062
122894123,22167431
39416908,299151528
96412372,224334378
123990518,86176794
55192915,174908478
58200499,131413048
114083355,88017608
61246666,382608684
6582864,250667891
14282886,367093407
33258136,388837738
100576625,234799363
96074973,348038506
126735858,16388967
27298182,278346730
135861598,108181864
111343807,372115037
33852986,86520756
56546643,197354058
2010204,316993906
21961935,323829066
54598175,268079947
73467713,34101393
102020621,363056012
53964738,241026780
4102766,161222903
88160551,346993037
14805793,160672278
29234861,176726311
59627027,33769414
103633934,75245298
9268980,63459779
100737108,99507593
9268980,177650082
54476739,341181741
112344371,179498593
16017652,290248054
70807729,250704850
122473970,1458638
53281938,337743972
59766636,392213405
30928127,345809755
113659431,355951058
129229632,287320059
62855978,9064538
48849510,64162321
73024300,69367020
56127169,383620832
112913274,118310832
142306250,243066264
72775671,258727315
108919322,216579043
86877587,287203013
111187439,230194640
97450985,160999456
60441587,125574218
118700439,44275218
112428019,395292689
100114414,230927747
89727305,89813342
136613109,198942097
46567746,30278179
77020117,235238503
90408008,41096607
19869572,220868593
58089987,360599197
45206837,21452784
108866552,222208661
47248096,108811226
37545822,67028599
45085914,364499239
1399592,290498784
38027838,211423113
75160982,317452053
100737108,218403767
60286350,378639426
92780637,183266717
48752418,19743348
40551843,247659883
63245692,331193997
69545007,319981457
98607707,54324593
23593325,315094459
127332408,115063983
76917566,111031633
135397807,268204010
137252013,96048154
22560823,72100411
65995748,182958328
39324037,77425287
34123658,152822286
1702520,157945516
68963870,51913717
74211088,358235444
39095072,183098698
4710740,125191073
138452331,321702589
60419145,21737251
83062037,279054050
45514873,337915488
136754847,341298809
61975328,380541353
125703971,312180641
2745737,269355798
54188325,266804491
49512453,169839163
126970629,363965763
8213864,293090756
129583911,129501594
112887316,180763667
114955187,307354934
21562611,344421645
45514873,320538654
110258310,180759737
77195854,401585370
118563040,349954199
98865756,127741064
5244763,171486578
86674738,168427140
4763932,206662208
22802989,154476300
127513637,305759351
85717637,204946240
91877964,302076543
22278371,125399623
73993569,94171165
90568957,273395270
57820803,212036326
95906712,247945405
106277262,300451413
2604596,168099169
118077093,98165891
112284483,9945938
64376905,377292403
107009989,235139619
92455571,151431915
11415302,195391773
55192915,139594220
128094449,154994572
132315137,379258218
59401882,41801887
65834424,57523728
40222003,89466212
78211051,350144724
122462305,65720917
82738660,23178523
85134448,198582684
92318081,261919092
66205819,404318019
59453344,168369822
45674240,340099789
140780237,195031997
80114491,182280230
47152738,317393394
101532356,291741692
74847706,244955394
24729502,130941937
16218550,254395260
114734197,295357596
48771006,277614273
50289919,63208436
42340446,162916542
89543267,182483093
36022352,93317531
138301582,216041796
112542930,94661652
44810785,216320295
140990654,302278530
130529975,242457830
114253675,169575747
81611585,268795822
66835786,229109282
12915945,172236126
49512453,116337668
69562165,96471141
83977527,395027424
67878902,394357280
6722083,394000119
4642457,21554031
48308523,27403334
42109144,367181115
57391950,37392177
30052966,359765216
71406451,269017131
99856680,185297535
21576685,268588783
29368869,15096209
122694692,252801601
13616260,74948296
104119687,355278997
45514873,208103526
45514873,380984399
45514873,71201206
45514873,338552832
45514873,250214315
86927679,398063532
51746385,207464798
82094172,217462916
11197176,311504805
72651215,370893376
114861591,384858544
102036262,307857172
126735858,33156046
125992766,114526473
4310004,84096551
