29226660,6940284,6.08248
14355777,395849984,5.93221
73424304,258226560,5.61328
16096940,133127360,5.40856
112424440,254880800,5.14479
75321864,183385472,4.9669
84676336,110729432,4.73213
54949968,146829616,4.72741
6177572,323830528,4.71843
14012650,363333088,4.68013
118986000,173560624,4.57949
109562336,371505056,4.56715
67128576,246749920,4.48349
9996155,94788304,4.30785
46313816,42140952,3.98827
108472856,18189868,3.978
46661936,318644256,3.96447
4917287,207187904,3.95877
6177572,147460000,3.95363
28948172,34691376,3.93617
7234861,272963840,3.88409
100192152,356097856,3.85567
27619928,223052336,3.84524
29226660,351784768,3.84316
46313816,176280800,3.81388
83584376,200332704,3.743
76121488,298286720,3.74205
77881864,107216416,3.74024
6287853,395211904,3.72394
40729948,374214368,3.71776
92454728,150699776,3.67554
135488944,212272896,3.66711
111276568,334816768,3.65214
108179656,37795460,3.61132
135488944,155837280,3.6048
135488944,187765632,3.60468
52610712,166276464,3.52384
23357120,295238432,3.44495
15503033,322697088,3.40892
139885872,170638384,3.36191
132057504,83013704,3.32136
140502800,352340096,3.27877
106383832,396588288,3.25091
138559280,236849376,3.24076
139885872,1489228,3.23792
8359310,159018208,3.21779
135488944,128585960,3.17681
105454544,213012448,3.1752
109421576,163133712,3.16661
109084672,351532032,3.15546
63960504,337761248,3.1421
135488944,202889088,3.13509
57097264,305885440,3.12584
109613456,151053248,3.12534
138635232,29972360,3.12215
138635232,289592768,3.10188
105454544,30657416,3.10131
109084672,175289072,3.07334
132763184,292454304,3.06139
80954168,356781824,3.04613
84676336,103986120,3.02173
87542208,38690612,3.01563
47237908,219019856,3.01298
14804631,376761536,2.99882
116349224,46789896,2.95248
82756064,140531904,2.91708
111276568,132298632,2.9145
6287853,214382496,2.89665
110137128,155658528,2.88896
213655,118003648,2.88786
10763896,364397696,2.87715
9225110,164075856,2.81018
105632848,75605152,2.78439
213655,396093792,2.78064
37844112,117911712,2.77599
26622552,115376824,2.76034
57636920,132375920,2.7486
44130548,314904160,2.73646
7234861,375419488,2.71388
65510820,116578064,2.69845
104732480,191583360,2.6958
39980860,129740960,2.68597
96356616,306181344,2.66871
36863328,138014992,2.66334
93888168,199599312,2.65133
91301440,332938944,2.6393
110528288,302136416,2.63646
109084672,362113568,2.62409
96985984,208715200,2.61865
7288446,222044944,2.61624
70889192,347283872,2.59748
63621976,173394736,2.58546
55055760,223578736,2.5775
61664752,255715600,2.57713
21550476,83013704,2.56696
14804631,368378048,2.55681
12297890,67732992,2.51113
6287853,354314592,2.51014
132155088,182173568,2.50451
100273840,88349048,2.49027
21375744,219368656,2.49015
77881864,349579584,2.48913
90378056,943078,2.47336
108382768,156204240,2.45904
16096940,319820256,2.45799
91836184,66955124,2.43792
99512656,13543209,2.4239
53687536,74411120,2.40795
11917811,391420000,2.40356
117932072,38999424,2.38519
4917287,84184640,2.38087
68421216,203003344,2.38074
117026592,366303040,2.37193
58238112,327534144,2.35948
110528288,370010976,2.35315
91836184,274461984,2.352
23357120,395440000,2.34518
68747312,135486288,2.33482
37474820,292454304,2.33293
118545640,88362304,2.32659
10640408,152681664,2.32652
128230648,280855360,2.31379
47410940,294003840,2.29889
116723232,380030912,2.28349
114633184,20147566,2.26743
104683712,300440288,2.26618
92129976,149398672,2.26205
28948172,30465520,2.21937
39690008,230735728,2.1946
43250744,149254016,2.19347
47237908,135494768,2.1905
96889712,301694272,2.16636
14804631,214502928,2.16479
96356616,220174368,2.15699
74572288,277699360,2.15266
46661936,241028304,2.15094
91836184,174138112,2.11386
116349224,81638984,2.11131
81157360,65581960,2.09679
76352176,325935008,2.09248
53517496,200163552,2.0775
140747072,345368480,2.07621
43250744,342611360,2.07586
91301440,323369312,2.07165
70889192,223480304,2.06701
111276568,226748960,2.06357
101256208,49002320,2.06231
13817717,355434016,2.05954
54204560,176271136,2.05805
68801928,157606400,2.05254
98583944,4903587,2.01687
83584376,195621728,2.01605
77881864,25992406,2.00729
116349224,217432272,2.006
111041160,140000256,1.99971
95221400,153961168,1.9951
116369264,221830752,1.99462
95755912,166188800,1.98959
41718632,34489048,1.98664
46313816,178592800,1.98203
61664752,316481088,1.96422
88079688,234093920,1.95137
69152696,304935424,1.9472
22170980,14465682,1.92994
132614904,157575456,1.92631
95350480,117650184,1.92036
21743048,309793696,1.90379
104732480,186785632,1.89722
46313816,44070384,1.88477
24000198,378642240,1.87292
35389480,309245856,1.83735
3304327,110236544,1.83455
35941636,232406784,1.82224
38580936,29755802,1.81789
139885872,70021752,1.80744
97181360,255495952,1.80189
39880792,369918112,1.79107
73676536,256851456,1.79058
117932072,62398960,1.78858
5466222,154174848,1.77212
36593288,299549952,1.7617
89991768,237477552,1.73561
33173120,9466715,1.73395
8913893,82513128,1.73176
46661936,392710944,1.7258
21233964,64465008,1.72337
134424512,173744304,1.7229
17037976,94491680,1.70554
68429888,41775700,1.70058
10141023,140494128,1.6742
12297890,58418192,1.65907
79134640,144347792,1.65892
48814012,360958528,1.65444
9710339,118118952,1.65315
15503033,5039144,1.65296
35389480,336669440,1.64922
365699,118595232,1.64458
9225110,160016128,1.63752
74285032,359431680,1.63534
138735264,311276160,1.61862
16096940,360114976,1.61131
111073680,174322592,1.59879
21743048,47448940,1.59612
15089689,237786880,1.59104
27032912,316067008,1.5854
24625580,94751848,1.58163
59779792,248990688,1.57679
29226660,368877408,1.56882
3304327,255832096,1.55381
98810120,383651584,1.54129
65381252,118865432,1.54086
80263312,73651928,1.53849
91933624,140098192,1.53702
93702640,18539528,1.53476
74285032,138478064,1.52612
138735264,297360384,1.52502
93702640,326122880,1.51993
138635232,175744736,1.51145
4286657,165101424,1.5066
15303697,286787552,1.5051
53910292,207985424,1.50071
73525656,116212664,1.49224
59763376,368988992,1.49004
110883376,140702624,1.48846
71090784,141308192,1.4782
114923280,239711552,1.47653
97693600,345044832,1.47224
6287853,190428112,1.46429
95755912,18988622,1.46269
97933480,36898820,1.45682
41745784,202092656,1.44214
43735632,78082096,1.44012
62989172,154826432,1.42492
55588784,293907392,1.41943
28948172,366298848,1.41467
104732480,198559264,1.41313
103486496,369918112,1.40948
61068008,166897168,1.40491
111073680,280881760,1.40267
112976136,140486560,1.40081
128289512,207713984,1.39329
83975368,28174308,1.38955
12297890,82932248,1.37848
131302240,369378432,1.36926
61628772,28846710,1.36911
139885872,348840032,1.36003
111276568,47940992,1.3576
131566576,342874624,1.34876
213655,263562736,1.34447
84865872,306862304,1.34423
71611160,329832256,1.34361
83836144,15183101,1.34002
121773256,315867552,1.33643
43250744,7183541,1.32694
46247152,126902912,1.3268
35389480,263105616,1.32607
139423600,36335728,1.31162
139885872,127982232,1.31058
59797152,372459392,1.31048
138977392,174127664,1.3101
66801316,298564864,1.30531
59622952,285588800,1.30123
93702640,401448224,1.29882
51778844,28023094,1.29737
6287853,102078040,1.29332
17677320,9995737,1.29037
111768416,111456104,1.28682
27619928,89867176,1.286
80519768,236388784,1.28149
114923280,286410848,1.27978
73424304,179196400,1.27407
97693600,180745808,1.2697
121007000,60101304,1.2635
104732480,102815928,1.25858
132614904,389382496,1.25728
109084672,47275532,1.25591
14804631,325986080,1.24333
9225110,270357184,1.22716
26764288,152482480,1.22494
64051524,399454560,1.22146
91836184,114987696,1.21476
98179152,374214368,1.21431
122885472,863419,1.21362
79112464,120886160,1.20948
139145536,395558176,1.20886
13622216,88794504,1.20554
54340712,92197024,1.19575
19708378,299274464,1.1934
7234861,86259872,1.1907
104732480,74624752,1.19011
15303697,231401424,1.17228
46313816,379576928,1.17153
114773560,157984064,1.16888
91836184,357588192,1.15504
58327324,371085120,1.15131
106498384,289860256,1.14941
99512656,15183101,1.14464
5440164,347148576,1.14417
31942750,40677860,1.14329
28948172,213351712,1.14139
46661936,286899520,1.14135
74675976,309984256,1.1394
38190552,89178384,1.13246
91836184,2453478,1.12655
10763896,205015440,1.12382
70161728,86865168,1.12314
106498384,371191712,1.12278
82572656,229435456,1.11956
91836184,20845598,1.10354
103606016,298564864,1.10183
73424304,221059344,1.0966
138735264,252872784,1.09013
126758792,40949368,1.08961
109084672,270664608,1.08906
40081300,258707392,1.08568
110007608,321174080,1.08532
53687536,31743092,1.08258
117932072,368395584,1.08204
131785896,36215276,1.08109
87542208,108946416,1.08103
140409120,242034656,1.07852
86737000,63915648,1.06645
10960939,164666224,1.06467
121639488,348449280,1.06269
14759968,257243072,1.05103
11310078,344137856,1.0493
111497528,193742160,1.04274
95395128,321524640,1.04232
51326264,276611936,1.03929
8913893,200723568,1.03887
106498384,114401024,1.02813
68747312,323459072,1.02413
7234861,388936544,1.01528
48767456,242694624,1.01306
87998224,25366768,1.00573
81840544,338954368,1.00544
134424512,340659168,0.99881
77443048,168501392,0.998764
69152696,386336416,0.998657
