12297890,12044159
28948171,276731535
120942715,255916660
12297890,58418192
63339213,388930299
111195634,305742819
30419994,207933039
12297890,31654208
12297890,111123790
9996155,94788303
12297890,67732993
63164461,281218459
12297890,82932247
12297890,250255730
132614903,49615190
43803932,335309109
54949966,146829619
111497529,255676949
12297890,395913194
96985981,182659582
43250746,218224317
18244844,254701504
11889914,131149262
28948171,366298851
23357120,37632461
131785898,36215276
21233965,64465007
124743027,27609811
21550476,164666227
121773253,315867567
14759968,285009266
132614903,389382499
132614903,299893930
23357120,295238424
109084676,270664611
23357120,395440008
23357120,350579533
138559280,236849384
63164461,382447696
28948171,30465520
104732482,325041723
12297890,263535800
128289511,207713978
80458696,325935005
76689348,273133600
76073975,88726715
28948171,183645139
28948171,34691377
28948171,213351711
19708378,314425453
86011804,26948173
73525853,237908618
68747316,38705722
38190551,187220098
77881862,107216417
6287853,102078042
48776635,372588219
80331565,278436955
5798831,125819364
117932070,74453187
8359310,303205878
132614903,157575464
132614903,17556221
96985981,208715196
100011562,203095924
42085231,393778558
68421220,203003350
140394724,333028913
71582654,206898719
22859350,245481436
35473939,368691030
135488940,187765636
136677136,444668
104732482,74624755
106383829,396588288
74675979,309984252
109421576,142015520
140502795,352340108
53687535,31743091
94723090,2762710
31471752,111896941
38190551,89178385
139423598,192046540
114633181,20147566
28948171,18933249
136227449,161634794
83584379,200332703
73424303,258226559
123257288,199289697
108382766,156204239
54949966,366108349
52610344,8844317
71582654,18742876
42601828,74511799
28948171,284030848
67386849,336039278
43916471,337705946
46313814,42140954
105632849,358253473
47237907,135494766
47237907,219019856
108179658,37795461
70161728,86865172
36564172,28704302
84676338,103986120
17216075,298221122
34202353,300972913
120942715,187562309
78309060,53501437
11889914,250553230
97318772,136444548
104732482,186785637
104732482,102815925
5440164,347148565
4917287,207187896
55864105,160845581
87165474,118525188
17907443,173394740
139423598,311093202
57233563,366911878
110007607,47726956
46313814,54992869
104732482,198559258
135488940,155837273
5798831,265326454
48776635,275142799
5483686,353217183
213655,396093803
58327324,371085110
132614903,363871011
68421220,50999488
87542208,38690612
10763896,364397686
111768420,111456101
37844114,117911713
101122114,389996233
45022376,99781290
68747316,98041311
26622553,115376823
39980859,129740962
21550476,214493824
116349225,217432270
93888171,84141319
132763181,292454294
107102683,81663695
39222343,310498553
60366651,347543114
91301440,214403899
95039926,199732975
36738292,175255065
14664626,26906103
6287853,354314579
21233965,210973165
57638892,127170254
29226661,351784758
15610247,355007687
65519398,55447352
59763374,368988978
14804631,278745700
77881862,349579568
108472858,18189868
40734813,133124112
76121487,298286709
62989173,98252582
42973948,2394376
111073682,169788826
71714329,394915423
137129651,30397019
137129651,71333500
65068683,28271083
55055762,166472937
71678956,209768553
4917287,84184637
46313814,168569199
126406308,284268467
61759149,74275278
90633993,169540009
48767456,164666227
84676338,113270279
91836183,2453478
91836183,274461995
92454730,61233549
48776635,373565461
27619929,223052335
63960502,337761254
27032913,316067023
65519398,393724860
61664752,61403694
117968156,392480742
5786548,23909729
91301440,332938929
111497529,103314121
135488940,96809562
91301440,221308609
91301440,323369321
91301440,238420635
2910556,188599845
124409414,397272307
24625581,94751845
111073682,391986528
68747316,212585246
68747316,135486282
44446177,343168939
74285031,138478062
116731919,29215583
14355777,395849972
35941637,157984068
92454730,150699779
12297890,112461177
7234861,104349853
2989110,277922658
16096940,319820266
15688979,126211675
104732482,387495049
110528286,302136422
103606020,298564848
111073682,175326470
100955055,128447954
100955055,222184335
84676338,71850213
27964788,303205878
15503033,388978158
77443046,168501386
36738292,266136998
46661935,286899523
46661935,71059770
77881862,61841997
77881862,25992406
28808272,123733613
7288446,222044942
73424303,221059344
73424303,179196406
132155086,182173567
61692878,229373595
43264060,136444548
10640408,152681672
40978309,221043007
12730285,195166440
12730285,327710848
77443046,270704124
7234861,375419478
19708378,299274451
15503033,322697072
137270307,108811866
83975368,28174307
14670891,357754806
52046180,309984252
95221400,153961166
7234861,388936535
41798966,179180207
42479497,382358582
118545642,88362302
71386658,87911397
21743048,168446493
47410940,294003828
17048049,139375994
6177572,393941599
26194174,164666227
130620874,56962437
139885879,144277444
50208513,382543534
91836183,66955125
36738292,39237793
15503033,5039144
45649071,9888478
68747316,360934667
8359310,303712537
20509405,7085922
6287853,395211893
139413160,164666227
38190551,863419
71714329,164666227
76212088,301700517
109084676,245083938
87542208,108946413
50372642,168726670
48099335,361607506
43250746,71919295
98179152,374214353
98583943,86382222
130620874,64426355
51326262,276501389
10763896,205015444
16096940,133127363
29226661,6940284
139654010,112266519
110137127,100319759
20047712,246329103
19338057,269560977
14735918,252609357
51778843,28023094
86369786,35801347
6287853,215320931
118545642,169179530
137625581,156632781
14804631,389632949
14670891,400569854
43250746,7183541
109613455,151053250
44130547,314904157
139885879,70021755
53779445,291692670
93702639,18539528
28948171,302789372
59564210,380433
57636921,132375923
110883373,140702619
29150925,380210008
41718632,34489046
30683859,111513537
15120218,164666227
92454730,279018140
83345819,37823257
17048049,317841481
77443046,266074219
98810118,383651586
95221400,59575160
37627350,148520210
72651215,549285
5028667,210742471
68747316,108672638
135488940,202889089
14670891,214268171
38580934,292222058
124992372,292502208
118545642,339857285
139885879,9731005
74049444,130783597
91933622,140098198
123842164,192732371
81157363,18272189
57033180,261548773
138214018,139015322
97045271,280520766
73424303,287057484
134165117,54277048
134165117,333988853
35389479,336669438
131785898,196155718
140747079,400808968
101748138,400676668
3141933,313366004
1334962,121128466
22125304,158287649
104732482,102779530
91836183,313601439
111276571,334816753
48468739,226668829
35389479,373766199
28930771,353892706
36738292,259794892
365699,184081436
5481789,348132562
76352172,325935005
139423598,107038570
3304327,395733391
17048049,238391348
97019627,54243076
30833242,212519696
7234861,86259871
4839533,398972077
53162708,378829114
40081301,189393005
39690010,362441436
96889712,301694282
92928708,74725008
100955055,361316068
5481789,280690643
22040312,167074648
139885879,1489228
46247152,126902916
139885879,259248406
73525659,116212666
52749694,335614002
46661935,74091630
46661935,318644262
100273837,88349048
140423268,222031803
84676338,110729429
91836183,20845598
72651215,316555195
130260577,199065272
127660246,240235267
140747079,20064490
71090781,141308184
136220191,220436274
