61692878,387151359
117968156,314041390
109084676,103559986
60366651,347543114
31735497,112576857
80115072,41354387
57636921,165180808
94883880,154423843
13622216,348272538
77443046,270704124
51778843,28023094
30419994,207933039
63164461,281218459
5478302,27514162
13622216,351184484
13622216,88794505
57921246,234962468
68225403,248176535
95755909,18988622
62355811,1603238
140548532,174967098
77881862,107216417
27619929,89867174
96985981,182659582
85053285,353647003
84873122,126195120
6177572,147459994
71582654,18742876
84873122,223578741
63164461,382447696
74285031,138478062
5466222,139054375
45022376,99781290
97181356,207153004
111195634,305742819
77443046,119044509
139885879,101542843
139885879,198840462
95221400,153961166
96985981,208715196
95221400,59575160
77443046,278833237
8913893,119779814
110883373,140702619
28948171,67304424
28948171,279678106
28948171,9593932
28948171,107407582
28948171,344412329
28948171,273993918
28948171,353230356
28948171,75919238
28948171,313966934
28948171,283929711
8913893,242758798
39980859,353565822
39980859,159905827
46313814,292729052
106937011,252000504
14804631,278745700
41584192,103504238
120942715,255916660
92454730,150699779
48776635,373565461
17362237,278582434
14759968,88372600
14759968,168554959
14759968,264053635
14759968,120908637
131566572,342874640
106937011,344796091
8913893,73870756
29226661,351784758
109280382,326202943
76352172,19697310
98894859,303205878
14759968,285009266
213655,396093803
95755909,155785827
84676338,103986120
6177572,336130356
136677136,444668
46661935,74091630
46661935,318644262
87542208,38690612
77443046,186245835
15503033,388978158
65381253,118865432
101256206,312740369
12297890,195684505
132614903,157575464
52610344,8844317
105632849,358253473
108179658,37795461
132614903,17556221
98583943,294532031
104732482,325041723
16096940,319820266
71142425,303205878
76121487,298286709
3240412,270325627
3304327,110236542
14759968,390951875
136227449,161634794
93232203,381428647
10763896,364397686
46661935,286899523
46661935,71059770
106937011,337784676
138735272,81100812
5798831,125819364
132711863,352101942
118545642,88362302
14804631,389632949
132614903,363871011
29226661,6940284
85497599,316123001
37844114,117911713
83823786,353381230
108472858,18189868
71406451,266661646
43250746,294175432
73424303,258226559
30839253,139336408
72295163,168973433
21233965,64465007
8359310,303205878
8913893,242763705
22170979,14465682
70889190,347283868
138977388,6026301
127429787,302454552
106498387,371191717
106498387,289860271
83813302,222179332
