userid,itemid
122915570,117147313
89105765,211775133
10664884,377408757
17373553,374372301
17373553,238229481
118194231,360811319
128396032,304821835
59057185,323774813
78045043,21528734
11900716,190390494
29150925,380210008
39222343,286554778
39222343,179875084
90019648,106150339
100397503,379091261
102028300,286724091
81220081,24546735
30833242,212519696
72605828,135352761
25665414,18730664
42966250,65649475
27927595,201556217
37447725,248775505
19010396,229397584
91109694,178504330
87642673,299836688
65373436,227474082
45795160,65494180
70898242,49491453
126406308,398850626
37357777,388783934
69255232,180202132
100605176,274868464
118095983,129381369
69152695,398353504
69152695,374214353
131302242,282655133
139637127,67150798
38103038,395334480
139493879,117273070
110007607,397425291
6071666,239929155
42031986,361093287
138735272,150429306
138735272,275264557
140661231,316954912
64207025,384646197
22125304,332717117
22125304,58244136
117956367,184876013
128265537,258322501
88007634,358072702
98179152,71008202
60535085,234011326
122915570,165101425
77320837,155548716
72651215,168474683
85271128,215627847
140483725,163885944
139725346,273285421
96317471,69510926
96317471,161195023
57638892,127170254
64207025,100476790
64207025,109561993
104411157,350894154
86239261,83013703
101781721,8250571
117547978,131240872
6336158,342272664
14067253,382813927
78574430,149391657
61536684,43728790
82572658,21224534
74270354,80146478
124409414,143356663
124409414,363892803
136482450,123770620
114955187,404383800
45824154,313168726
89258714,307865857
111695487,255901946
116527079,314041390
112938311,270984103
55575058,236382754
106747333,177620891
139493879,285866906
69613205,70101333
2557196,137075933
10664884,320241672
108810522,96438567
141016162,247884091
18672302,110629757
19010396,166544587
134479240,318482379
68709423,70170643
35087975,16773949
86239261,269786129
71611159,34975571
7853740,301719215
127668936,178279855
127668936,339077088
39741393,314813705
54771046,331107267
125227357,9267693
117956367,309405367
126406308,284268467
83618059,323971293
8397935,8927718
95548781,334085347
109048285,9779390
69152695,303205878
131612590,391062793
60535085,248500065
60535085,250072268
104014368,213280450
112938311,287915554
42208524,82832991
112938311,111163483
32168566,38983117
120992701,360742438
93600553,309405367
19010396,119010645
15494311,84730086
82756067,76207400
108810522,335435871
92129979,159558125
84556930,164666227
57432644,207715848
114352631,325467804
10120410,312929631
52395429,389125708
140257001,175029867
50914255,174470725
129894791,306828737
7391440,72089755
39222343,310498553
5483686,353217183
103486499,323055693
90168642,167213478
53416987,355270017
124409414,275092601
13616260,264552869
140827248,7961324
36360174,247884091
50478366,183523870
50478366,123430077
87146362,284689797
3162324,319085167
78044909,210028911
52395429,196516706
34771223,397768695
45563112,295812867
38642555,272863431
78692954,15419095
112938311,338464381
45795160,190875997
124409414,349568282
124409414,52018218
85558599,320550494
108673661,364772911
140951912,404202895
34761884,119476338
91087067,14044678
82362614,272985263
47237907,208600040
19010396,184318009
16096940,20831171
23218973,6831192
119675939,73470933
138735272,288584941
80421496,25447281
39222343,48881171
114726208,28632767
43624984,50228043
82572658,211866658
21465106,22891123
43522898,100913931
108810522,252149680
35527078,298139702
