userid,itemid
2242451,59801863
96985981,208715196
77443046,237749125
29285910,171315964
44446177,343168939
86239261,29934207
136347831,48922737
99785045,272357531
126086100,184130877
23228065,221409776
104683710,111703405
93422967,339700377
61664752,26078435
99418963,366911878
134496896,181217263
116369265,221830759
62320046,126902916
47237907,135494766
47237907,68000960
97933481,21583155
89380977,154226543
32845489,323582185
120873,260646988
62989173,234597767
140502795,131723630
117597296,325637275
18245913,345055044
112345599,73250533
98827905,125851268
72767439,213560682
4752206,15539388
72651215,316555195
69050200,349419654
22734359,93642440
78574430,221197813
39912401,277040961
35205411,47657260
9451374,179970015
100192152,207251826
69251001,134157153
33816024,395735762
63176270,385312451
24625581,225561436
137359772,45161901
29582784,155325042
72214388,12057143
130041655,29657299
6228124,306342850
9695904,339374504
1188241,146745730
51204443,14810724
94883880,154423843
59422637,392824485
108179658,374213691
122338823,57352999
80519771,81363321
137129651,346165421
62007671,142477642
110017091,132888276
100968525,93654301
79314283,140110022
54949966,146829619
36738292,187678716
38673719,182163626
90326641,66150872
119680525,53257557
6799716,123601142
32837469,234903102
78889829,161075674
53688011,213653603
47237907,176171287
77374787,179202798
38016396,266995399
121550598,305613858
27840504,351146709
15987177,120030379
35205411,386276641
69462679,200172766
15386874,289592309
72295163,55641117
128514431,343575787
65683052,207792021
125577545,184081436
125577545,36097647
16905986,395856501
69462679,341735374
69255232,119117175
131506912,274749601
79403111,303205878
5798831,279662944
81541985,194701908
38016396,167306170
101899044,301385234
33448326,65763327
56708793,383720130
90326641,312202940
138735272,319935647
51204443,355199919
20180785,146245323
116489495,335309109
71090781,82748288
45642765,400143594
1799885,332699262
46468680,101276445
76955385,34299825
36738292,354479423
125871904,325733910
141582467,124589107
131254719,115842631
135639209,150257911
57636921,132375923
118282748,315323681
122462305,67563490
77443046,382752910
77443046,267457404
23228065,197445650
37447725,66062866
37447725,379704892
6228124,120793106
58156669,76918251
137129651,44027296
95221400,300300415
6222588,201797428
58468151,61013239
53688011,105276418
100684618,251490218
75167088,132473856
64376905,286177163
12210870,288454758
76955385,178723171
99785045,171227650
62443822,368529623
71714329,300192754
52808446,125666923
109179391,227275517
49003690,11661752
77881862,395124703
81182608,303964448
35389479,40669303
105454547,30657417
93232203,168323278
47257431,168733410
