userid,itemid
47328088,29188570
55561552,176978619
43622802,10129401
4903043,57971648
54072669,37182589
28948171,198991396
11257305,186821796
69486826,157769267
26938449,7171342
84439492,181217263
79314283,373444590
21111117,46279602
109533593,17485642
16071365,155048112
42063682,196766007
134232421,357015953
88340891,348657394
50857110,63823702
108919322,276132013
22182160,306984795
22170979,78871525
113135549,82999563
54711585,25349516
100915219,259598664
58327324,282571067
58327324,87479760
58327324,48548636
68265275,9819823
33463484,199738538
66911931,242501625
64818293,212352603
64818293,251386842
68961612,224599620
95565960,98145148
86563510,369162225
9710339,72278458
43916471,204680146
63001216,58292708
30638228,202377294
122990070,255731865
83954147,349324042
106937011,114074071
125135169,11711580
19984096,347531475
120560904,195284924
21605110,1046852
20553214,195975140
20553214,48729658
60575815,251596962
89258714,63143429
31667005,276423315
23260181,146103281
23260181,88519288
31449327,351409305
32684812,319964961
141324182,119619114
39690010,333518326
83334493,133458378
122885474,404069804
98931599,43185770
42653601,106844685
49610523,306855675
75225256,310894243
133789905,331819378
108527493,157402071
17362237,279500214
21465106,237917911
67865490,200569237
40586226,399116186
12025952,134058902
21696214,262342106
22170979,324760146
136394248,325784220
33366026,108724455
213655,204285932
59182141,30248041
16344267,149400508
99694664,124807943
132966536,385466119
18649051,343929578
86239261,84211581
68917618,242575348
23260181,50711530
8337357,269813082
131787268,28177082
48258563,216368375
101305944,230788198
110844468,178498099
78314284,340617064
104200605,307439565
73416552,70385038
51085123,90237625
120455996,168674649
78477282,2629383
1857066,166133862
134232421,213035857
71714329,370557305
44324837,175350505
44324837,60085308
130620874,337293557
52895098,86871280
13385262,42998885
124191041,126902916
31667005,63526436
1834928,186987607
11257305,19820100
17362237,85794087
21465106,55110563
43348892,97955066
35389479,280596618
102758797,58481209
69255232,22008123
88290400,224260311
52895098,352671294
81923955,2039039
140483725,266768917
39690010,153018511
95907635,17494312
126143015,371020162
54711585,272255811
34403746,369271699
58327324,30194136
58327324,39430585
58327324,165102493
46312993,400991618
45824154,141456123
96135412,287196994
62305709,268811132
40798219,249931998
114930910,278212359
61162561,204298555
25756303,50597604
39413973,165777115
43238774,169410309
11589162,48802315
29091169,261446603
23326854,188439341
52042648,278258985
60431657,327419411
68917618,370309854
77813021,23332176
77813021,46050488
30439175,126326218
84267303,200569237
97122756,99147802
118056913,380522327
67743134,10750044
22170979,397827414
22182160,367311168
55882028,334892546
60575815,328512745
88079688,119619687
120455996,275347147
89258714,225877244
105417760,229333513
41825235,167074648
9710339,224852262
117801453,212973449
16071365,287095544
134232421,401796360
81958592,239342258
39690010,237659425
39690010,230416678
129011195,354107422
135802732,109536190
59746563,367263886
14515063,190714822
35389479,375636483
35389479,204990995
33463484,358329460
55440618,196283903
106937011,281140420
55055762,394414344
139725346,324292138
98931599,130297645
92454730,226980539
129527037,123339153
58327324,387255234
6566040,147291209
24967803,66113205
29685853,317648547
21931159,314935110
10878250,322957624
73416552,250976916
65762927,111231594
17362237,22709210
21465106,184876013
74086991,79605749
40729947,91147963
140483725,309632327
57033180,119138725
132155086,371626456
54711585,66676832
1857066,123546218
33816024,254836176
99199943,96344731
99199943,111163483
115374204,322514445
4364079,46585257
74142122,43326280
43622802,392283251
3878869,13547897
35941637,301061170
120455996,309556750
17362237,229509046
94139294,40295410
10630192,53575379
10630192,323478512
51689371,136293358
116331874,212966621
97130073,290164070
42210592,142015520
98513516,58727293
141324182,5970932
8452470,205405325
116481997,82262517
116481997,359821406
114290242,259578141
51085123,320836374
86299044,151560710
35722058,173639342
43348892,301793438
101708064,179192487
139030112,93336990
30933630,211822342
71126415,74036949
71702944,93325455
127973228,281103800
50857110,331627642
65762927,35789392
87466107,153646892
61443186,251235641
50857110,190484642
127973228,118656858
21465106,240521208
21465106,234927469
28086954,267818285
58483297,134814576
52042648,103837808
86062140,367720680
122421140,300174559
89931825,26299454
86239261,199514286
17276026,203074842
9710339,274834461
9710339,374124398
33388747,177926313
116481997,13347474
116481997,4986080
55882028,139331783
16071365,115842631
16071365,150028532
16071365,340847918
72990071,304752641
62569699,248871698
52895098,337162870
19984096,195806836
69663083,260149400
17907443,380561362
7366396,356058904
80125653,91960331
105632849,385528424
23260181,293464795
71714329,145184480
106937011,156641612
8337357,110677955
129527037,78589924
29217415,243295606
57033180,234778187
141324182,250602484
141324182,98442019
74077719,202992218
10755564,402160466
69174349,122541703
139725346,222383674
23260181,363081667
72512616,146477517
127311966,108991702
50857110,264218372
103606020,333730729
52072237,159825213
118228924,8061968
134232421,73545925
45541267,89322142
129685421,311289571
12122714,40721996
97876581,325222236
109793878,189752615
40729947,374214353
40729947,327088454
79314283,254556115
79314283,389009903
22170979,87152076
132966536,80123266
1091123,173202459
141324182,382685733
141324182,402578186
141324182,136783881
58207246,157392927
35389479,146690536
35389479,254476747
7341876,175874859
53027238,128138735
16071365,65755351
120560904,113037945
114290242,185437137
58327324,198534038
78477282,232747583
59951693,240469601
74923526,311834053
89258714,15947294
86239261,393842960
28086954,193351740
9194303,142375514
42599112,374214353
89258714,119616717
79314283,83555780
19723169,196032688
40729947,114380316
56756873,346037963
42461054,112748727
140951912,404202895
122421140,147769883
125042644,103509104
54711585,75946069
55882028,230558745
54711585,18819938
46010609,303722020
86239261,327051723
43622802,382010711
133789905,150429879
123191883,48802315
127973228,162485911
127973228,285244672
134232421,75361275
102825286,310112665
4839533,323717150
76606093,250553230
141324182,104016600
37275754,168660000
58483297,349301764
50857110,230237314
50857110,158122972
77591948,24406369
67743134,323349755
43916471,274810737
53027238,136246758
77374787,284285814
99052668,372541989
21465106,97264029
35389479,120590326
45966877,123770470
108049747,342385442
15688979,284926929
85004126,228497732
120560904,36070325
74077719,312470788
67725088,209911129
35921923,99844696
72512616,330568571
51085123,3326205
120179448,362630077
99199943,300638645
1091123,114933100
23613746,219226795
52895098,179097864
35126807,129674157
121756245,136481691
56591452,249443266
118661338,141308184
127973228,113111091
43348892,329207969
16096940,123339153
58327324,322679946
94480146,185353244
16499024,49718239
