userid,itemid
414388,395614699
414388,396210198
110664771,273052482
93383888,222300957
130820048,30199420
20243905,371973039
133429407,244109863
133429407,139807740
121148622,92978943
121148622,286120430
43864355,51262467
136754847,161527401
22182160,193520399
124615807,168128270
88290400,4935812
37456519,350292729
32168566,216454680
137998405,161320691
97730927,246732522
101061002,65805875
83539694,184518579
88504838,302129390
110327133,174095053
126143015,264572174
61162561,1457898
99795650,69374153
99795650,109315382
114253675,351548316
96524948,43793159
103664180,159250870
71702944,214685718
88623283,84011600
90442425,323776205
52592137,255956217
70978759,210143891
70978759,7280818
128814993,310546251
56997547,68426303
14621752,35295076
140563378,19749317
70978759,152297337
133838164,160263885
70573626,7578577
91530370,254385676
94084258,311950298
126143015,311917146
101899044,20060299
6228124,294892980
88623283,255624651
3304327,51754623
140759237,99033502
7129140,161066922
132229788,252919139
109623749,261481160
36090137,30764945
53227937,176491031
37456519,235863491
105591337,370469934
110844468,231064004
35941637,93979893
35941637,184063809
45659906,296249371
71035154,71985415
133203992,199028150
70397129,2432119
113078957,140462899
7470488,27811155
22182160,382036315
66395027,248058077
5586064,252826688
136754847,173767116
136754847,5004588
16777748,16862174
98260769,166796066
44479518,112592773
88623283,234768135
123577855,240624298
93383888,355795257
35941637,18367111
42681705,24504282
126143015,231498421
19321866,99251703
110664771,56462476
24132976,85438095
4225412,158535847
82756067,10750044
82756067,323349755
37690066,147917775
71376321,231595866
84019407,95433076
54206477,352320544
114946034,78317720
82860631,253028290
137183654,282264307
132210450,132444951
49003690,340447902
120644916,116376058
138324819,277562839
39039752,262800655
60351038,314973510
70978759,314137304
135455673,99656522
12214179,207279641
12214179,263956332
37456519,24289036
37456519,178793790
99735273,338547936
99900937,63312608
102550958,7950881
126143015,330999784
59654133,60841165
23483451,220913092
99480990,62153730
97130073,81363680
136754847,26160410
136754847,46480880
136482450,293491718
88079688,160950800
4225412,110903045
108527493,120499703
45773960,235722326
19089759,204196200
26863866,314903844
26863866,161320691
11774110,9656311
11774110,362313695
121055099,346112371
71035154,95875607
114946034,97075834
11162300,119999299
32168566,339196952
2077849,352263054
88623283,335750216
59318036,349460648
100871846,161290935
81756097,182973087
8362294,79166152
136009227,56337537
80699349,381480228
64906157,345791359
56946643,290248054
83369179,111152415
139698902,181178204
35941637,393900723
64906157,304475256
93088083,255887101
98104964,126499479
68961612,332551055
16740912,180105228
51612422,42552744
39454183,138410757
62560245,300383846
113078957,75896272
110844468,270217260
128394404,391687160
113962885,236382754
32837469,31150541
43622802,174335776
25776026,158449290
11035036,123507460
78235318,145341642
126143015,117017394
101061002,87605437
96042606,174477337
26863866,305653094
56946643,97366599
25874658,262502936
138108608,386023716
44479518,189362760
93383888,341276593
96074973,11900155
37456519,297620814
32168566,143550406
32168566,386163101
73234758,160008894
112539954,256219889
7365270,252258960
90823156,32244330
483640,314903844
85862488,262844307
114971408,217460619
124210329,104202558
100929958,92967524
53227937,33478029
79237680,108865151
114971408,167074648
15241291,19572654
32044541,171982920
65682840,380021916
51326262,136580916
56946643,116143775
53162708,395338209
100012968,241322134
81196267,334110734
141582467,52855977
110208146,351717038
127691807,138635555
142128951,295758317
105616401,275323744
65856500,237514136
111823061,382141232
48327589,362025667
66150030,335683325
44479518,299374365
414388,193791852
134109810,1046852
3671315,84972272
7365270,279463477
101061002,121364307
97730927,402552076
109928088,335533627
122472982,198184127
47720492,290543206
112322814,116675522
42501145,402918636
94044468,280160005
37456519,146128031
107726623,234904930
40174741,46242042
62560245,115250829
30833242,155580935
1857066,284023163
127691807,210802552
483640,254475966
483640,156158383
97130073,196685395
56946643,224185567
45900362,223293993
80838825,294878570
83424956,148573507
42681705,38080759
27423844,225793843
4053567,295202231
93088083,225604253
141717702,312307153
13385262,164696341
89931825,87290967
105616401,24628312
7267531,342271524
26863866,300991619
106335674,295202231
133429407,187039209
113962885,326130220
8362294,223660169
136482450,99064172
75927204,368132632
110844468,388135866
78329358,251041971
42427256,369745232
37456519,42703369
98104964,118349855
81647004,365978782
52892259,236732235
103489606,236686051
5838287,404069043
22874532,109514536
32168566,284237469
483640,77071348
483640,214625104
483640,19154436
135455673,325562590
135731834,155892818
40230576,80446342
58238111,202166530
110664771,204156123
48099335,85656157
74648625,310211819
11731068,290877955
29983125,397670044
29983125,390270057
121148622,128272452
121148622,217323552
36738292,71961013
3304327,228762771
116918377,322252418
61754447,331795921
97730927,190433532
97730927,11253517
126143015,98781617
22182160,150207384
139698902,290762717
44479518,38446842
135731834,266195857
18883390,79750204
48099335,150774873
33685148,199726416
54492776,347877350
3304327,61707509
92129979,73100070
68249522,91581987
36751669,43346363
90442425,23588298
141484663,271027010
12214179,182350806
126592405,155741403
117003325,321674206
63621977,21070039
82302996,146922995
52395429,200272632
79383980,298324991
136754847,312636757
46468680,116984186
29983125,54508219
94084258,101297250
99480990,116326901
103489606,202881875
414388,100271766
414388,68050580
26863866,157984068
138735272,329780781
37017723,84404621
110666558,56309443
140951912,228173685
66924694,213357958
82572658,3630940
56946643,111305012
56946643,333360356
58199565,321591711
107765105,110124144
69459679,142918177
52592137,39622653
74373659,349051058
2077849,360524682
84645009,167074648
483640,226315619
40230576,278911609
20243905,392614071
20243905,200576735
112401993,335309109
23218973,213012452
126143015,134677532
126143015,366453845
1944583,56364894
112539954,356064718
104084848,235190624
414388,139560188
52892259,72854099
59318036,235192603
133838164,113572421
114946034,83655807
45612771,44881928
22182160,338785108
56946643,261851295
88623283,51417616
81666196,307070542
