userid,itemid
101010836,157490064
23231484,357280697
11246070,50905963
71714329,278301452
71714329,40270401
133838164,325181020
30100119,207265795
91617828,288740094
133744457,114230366
118194231,78284098
97293816,329525861
54258366,393240513
54258366,135069422
71126415,109565613
128135959,114736828
4573013,288430321
36808723,27961728
95471305,26601170
95471305,325224524
71149953,314041390
16017921,160422929
80638202,331897876
105617429,397920346
60320022,141033930
59698667,18709827
37627350,279262095
93945524,79425
89104233,144700909
18997016,80892733
56708793,46093176
63351357,160388620
38949342,197276855
60559051,276808808
124409414,237933093
135455673,301668887
126690366,311499944
101828853,3054048
121185603,121445672
12214179,263956332
85064035,238382524
51945411,135308498
84230181,374214353
51492142,169863914
62043708,154631134
40586226,81994347
41745786,231495765
113718238,160737438
117228712,323582185
38538148,304194059
83062037,159796321
81756097,273052482
38949342,354370213
8382449,287592562
8382449,186554819
96509906,319893036
43621565,312480544
91617828,188977409
91617828,317599461
101828853,352911008
14067253,239300087
54258366,108288376
54258366,23593721
117659143,18219159
97389266,277284179
20782693,304752641
19353465,230922615
71126415,264487853
92892459,342233121
17684274,330549437
130079327,123690454
118051332,346231138
65667723,184925825
7234861,79458737
95706559,391214115
130820048,316644898
11910007,248183466
8370322,9644907
11774110,278437976
123958666,84767130
57548588,372771456
87298447,50843448
87298447,292790641
100817523,221961071
5315279,311674876
125316855,218277328
129814737,398214889
118960775,311499944
38673719,282190996
51426415,227733984
127779869,276316706
30701625,249141055
79403111,224619571
141603737,130651071
95706559,315643365
133838164,157753411
52610714,342566225
71714329,309788839
61570016,367485198
24683808,283204031
71126415,399633078
91829241,78577388
12570225,78292995
98607707,128757065
135455673,157984068
131254719,53678311
98308778,399852525
98308778,226984587
95471305,346690614
83062037,306919627
131303989,25240065
31816906,326539138
31816906,313375977
29326716,160152103
105919960,390500380
90943326,113471892
116625593,179180207
15541192,184282505
36764652,311674876
124409414,174470756
43621565,191306667
67128572,304079229
139756567,202377294
88079688,575209
130567891,108555580
118194231,122240259
133488208,257834870
6228124,161454234
111691361,44103903
111691361,187714989
89258714,288095081
71714329,139646470
124409414,360593907
124409414,13141099
41745786,93906150
85071667,132692948
85071667,15511220
