userid,itemid
4524349,383242812
107109917,76093985
38885211,281140916
41798966,180917032
15304564,6624144
18519220,26603991
132039263,119651594
47899491,216699441
74856244,130651071
74856244,377408757
120594609,40326683
131231135,274337964
24219008,349051058
87234675,98527399
119957219,167955349
31888245,7090058
105770829,122261353
43042442,144400181
22962826,357993096
89931825,42529159
51492142,169863914
56995817,49002319
124832591,76386434
90291184,126059139
88967877,140476910
109097995,339617204
135981623,142716697
26570624,71306952
71712016,288687807
93791092,397275996
22422703,272165015
61887588,291532294
4231989,228497732
44808401,293584587
74193816,290762717
43735631,167074648
35126807,327378015
40586226,159233644
138390959,287567231
46610519,389884749
85271128,283530179
71446393,53296871
96509906,182505116
96509906,171446662
96509906,7085922
8679255,315829454
11682531,365229673
74856244,131349917
112503956,323894547
22962826,121544179
92332710,50631313
24132976,8685996
106937011,78534023
106937011,393938250
20799662,315757704
17684274,150028532
96074973,11900155
70745586,173364292
57450756,258897162
108810522,57128794
102079739,62349977
82996925,154168523
56167258,91041611
64798736,161454617
101449182,364045765
50312387,385070939
1944583,274368535
6516360,113006496
120845902,119743632
57950413,217620949
97130073,3661086
40174741,143552138
104394218,38403093
125577545,3769623
101304117,223312155
32506286,107504031
96509906,172858910
135981623,183537206
87234675,280738175
28467700,330339925
40833290,83083704
56265199,333773215
43735631,275910091
61570016,389369791
90684505,370531968
77496714,118080382
75301293,46042620
127946843,341476240
118716181,345122907
98935781,116470773
93080101,219491696
31178340,270664611
141907831,335486848
73676533,219974427
89384841,273516989
81567660,404561696
98827905,1805007
106937011,113783237
138266735,180403160
18519220,92978943
117003325,265425743
24792310,272568005
11904220,292868794
96509906,139875968
87234675,237012258
28972250,132680252
97130073,401119195
62603897,142015520
62603897,167074648
22962826,339550259
106937011,272203261
64557626,55066354
73854016,157132568
27845176,374372301
62007671,253011833
33424560,328580466
33424560,108978398
3304327,371386784
102139569,298065130
114101799,333409877
116731919,186942513
108810522,124277706
42986678,266396477
18927299,251215510
60559051,18818943
25994909,261906100
112317649,170887426
82449509,262135495
88967877,79381509
20487789,86560020
66924694,387707655
108168148,88300269
108168148,273844509
27112508,11661752
20201571,402411627
104533434,270234616
59797150,184577747
84019407,73753194
1944583,147169291
91836183,2736586
135060562,55692701
39841304,16322108
4524349,390181058
116763688,182723031
110033398,122231601
110033398,205015444
62355811,290897420
77496714,47898286
97729365,258365019
61570016,266273341
34475118,313891623
55668630,264469913
78324634,136774987
121501586,327956575
3192805,356698910
60320022,181039690
112342350,3769623
11612875,228460002
18519220,286120430
32099325,296391661
85271128,80233719
134109810,1046852
22962826,232899211
22962826,154454692
101449182,369918126
17684274,105208301
92147065,241227307
66924694,371465060
97130073,315476156
63802255,271566717
132039263,322959299
130567891,367201373
96509906,150192476
18519220,242377729
75326382,306881846
50312387,401799838
135060562,243202953
117992339,299374365
74645093,78193580
2745737,390502300
121501586,69076521
121501586,191811929
1824572,279539711
22962826,119975625
22962826,86557801
100862503,98694238
104135842,68603009
54258366,108846409
54258366,23593721
59654133,67920631
24000198,247787682
16807373,376482081
29383294,111632242
44580650,398134090
44580650,400867547
17387185,348088724
62355811,303480592
74856244,178864550
106937011,88338180
83607024,134625812
44580650,390181058
88967877,343291841
91836183,307503195
31816906,394049661
106937011,404443476
114101799,258300362
48123195,193416319
110033398,240111823
100509623,93252173
17336370,211554475
56972597,148122695
54258366,210101377
112230173,248621693
36751669,283810029
102139569,233292622
54704248,232938227
23118960,242208439
2283337,90620333
117992339,55767877
61570016,276373555
56830095,227755786
28467700,195140715
37950224,286847694
119160278,246012248
93850991,4431044
7030262,103793903
85633095,170887426
135060562,393584463
18519220,298604295
120378933,185127568
59831058,185785937
141085465,116454091
19338929,353507622
100817523,283999557
65667723,153442736
121693940,10237913
117992339,314041390
11589162,81848528
93639504,401060446
84019407,81971395
88967877,131911770
108810522,309633485
121773253,378838888
128719503,34223154
20116814,138952559
83334493,279698377
67865490,80796732
3166978,173022767
96509906,302084520
86017186,234694924
25368165,22743994
135020964,170464383
135020964,130660969
55060722,228195181
103039905,12925394
93463168,222179332
28011137,326784750
97729365,314903844
56265199,377403016
76049101,37462773
128719503,197757650
97130073,391567010
97130073,352390437
97130073,236848918
135020964,1648392
40781736,157515466
99791909,217865906
102139569,164038913
116601750,99064172
106937011,146342447
17336370,395089719
102825286,291138285
96509906,40671814
121984122,299851899
54258366,137524205
122803562,259546295
25778057,1679900
109647745,344898680
81470571,356390364
94874137,176328398
61570016,164810731
61570016,126542936
22962826,142334509
112230173,378353023
112230173,40699975
18519220,357845132
74856244,219440435
47237907,346571817
138266735,358968571
11904220,187390205
89426847,160152103
97874651,58727293
45022376,150631246
35739934,90608258
106937011,210945131
129528383,163916598
96509906,136670922
2745737,214778516
120845902,164475348
59698667,189448789
35525691,115028889
135020964,167074648
44580650,89536949
44580650,293104918
31456426,47795202
52431232,379014956
30833242,155580935
132564529,263451639
61162561,75192587
44875328,87378063
8679255,132938150
28011137,314816653
20116814,232829042
75301293,8795976
62225943,394226514
107936760,269575020
52797666,193725286
121501586,24895024
