userid,itemid
123237592,349770970
123006863,5177873
123006863,313489026
123006863,49528785
414388,73187509
77119566,88699598
66535302,313269952
110954163,356347817
25871996,133669432
35074988,174178725
132231447,32559456
130216411,240527219
97045271,57546238
50802614,330514169
70486234,130580458
60366651,344665539
88209434,322838336
52844100,270325627
111894319,114572972
111894319,161116833
46523853,354720850
50728797,18174644
7207480,116015707
16332862,202456171
66274733,111612895
3233000,87628184
46344003,377931443
114147733,334072811
114147733,253323652
125871688,28822001
101899044,257651864
15987177,80688327
80803649,127658938
80803649,186308919
51492142,161303549
63621977,93308286
29420856,132633657
140759237,206539179
96317471,316986188
139275985,122886879
139275985,87955774
60964944,121674976
4077888,340570491
88967877,5682630
25874658,279931634
90782194,174321644
98338449,234252315
108879821,227210514
108879821,102217808
108879821,194109891
44492877,93232206
48793683,144220345
11774110,167074648
56591452,244596513
119500931,259606109
109257851,348387980
83275852,315377985
14735918,162399596
114494540,404387205
125871688,186559031
125871688,72395009
93675262,9834347
24965668,32006579
83334493,385788663
139275985,112350077
14946743,120006548
97045271,308894886
97045271,62182344
36103708,210808571
104139699,68163645
20487789,188109219
115374204,257154068
123006863,378696351
133306897,41167916
73407945,347899308
16711679,34391421
52196654,262821527
45659906,147640685
80803649,265165660
25874658,343796309
112186714,173570593
136794879,193578502
136108072,225076469
49003690,23217956
70822231,187390205
31052402,208715196
49337150,136444548
11774110,171183364
20307844,118398928
92020173,128769544
117044710,101222188
17362237,352860340
43042442,29419140
5315279,162077930
83423107,268608678
122421140,44007043
7254306,246429804
123006863,51064600
123006863,130011266
123006863,353613607
12135006,97045870
7207480,168947510
130216411,288021710
104533434,322607111
125255404,107680382
20799662,223175471
71126415,128636521
109257851,388602207
64557626,118000484
108879821,337190935
103812524,179192487
132692996,399577345
25871996,381463392
7267531,102469242
104735935,100586860
13824734,9085334
13824734,169255805
17037975,78619002
128268006,35098875
93223961,12596103
111894319,82332589
68158918,321355329
70486234,87445465
129811530,80883089
88815441,267867461
128396032,353924995
49003690,383355734
91087067,7494758
1022699,140110022
44580650,167074648
48793683,225405434
63223782,284458638
52196654,36484495
80803649,304177579
135488940,180601510
33162726,346915948
33448326,277887777
133744457,849387
91239449,289175323
59781040,281967579
70486234,135030199
133306897,145999449
141016162,167074648
7679270,3769623
1022699,235463825
55415825,272985263
93456477,341340328
94224118,161722877
116918377,253165843
103595250,120902247
109698871,37172525
105417760,366997832
100509623,138679560
125255404,301634107
93675262,49012718
134882545,303205878
121395815,382417631
98338449,400644501
2720721,218005990
48793683,120445864
87895521,56961170
87895521,167949059
55685159,73190805
113552018,314276590
13824734,358922981
137531842,389518289
71126415,359916772
85877113,146170298
39848859,301824398
83158116,252909910
83334493,394715639
64881151,64485217
73049202,124703972
64187025,303625840
128861920,355545017
123006863,303717475
118065338,393642172
101899044,316811139
25871996,337009379
75819271,117349404
117957849,217256200
121948387,248587996
46445715,358857363
115899915,126317869
39454183,105299577
124409414,267862525
60112819,258838174
71582654,262821527
18927299,41347229
59698667,208843421
110666558,233292622
