userid,itemid
68516560,32313553
3166978,331140101
3166978,121045554
103767458,226023095
71714329,266909542
46598584,259013587
61392570,2533303
136482450,136288669
134630812,96054474
15437545,46480880
114377254,66812945
121000755,363625226
95253222,109905613
12925543,249326784
12925543,298778812
12925543,66062866
12925543,36351033
62107563,147468067
130024029,214133366
46486820,207440547
57857118,316841416
21085638,335168535
8784082,209034921
47237907,62125881
96454863,327757096
96454863,21665802
27032913,163500462
80332039,5468051
63082966,354871282
63351357,27339240
114253675,305221589
114253675,359620794
26145391,363395693
107034437,232648818
43759361,39076602
11910007,64834745
11910007,193027420
67202688,343638096
141578499,6601536
129533061,345122907
140869856,170074148
41599542,375442556
127316852,343575787
118960775,229499235
114253675,252118997
114253675,366117112
92628131,70013850
76314785,142211026
52116816,63319183
128135959,302632379
1182380,139943427
35644209,303205878
81925863,163991499
4573013,104928457
51099335,127068413
140131230,135053814
15300280,172241091
2820961,388670132
20692433,190774778
3166978,216636299
21266227,348656690
64698675,356601285
67822184,314717614
28296618,354525367
32812781,107631752
37951207,140011727
37951207,120084809
121006999,71711644
62225943,122129807
136482450,397958077
2128246,164144259
141578499,317612655
27032913,166294044
12925543,150028532
17230300,181019654
1030408,119234970
106145444,285785583
87098913,79058047
54771046,137629594
24690079,192068985
15437545,309284037
66395027,366412239
59831058,326310872
57450756,108677790
85296442,134232157
95253222,242791450
95253222,264773081
106998000,126977236
37737164,327938166
8382449,34595244
10184170,388836852
15437545,238678221
90251602,212317618
114253675,356791486
19089759,316555195
59831058,350142873
131570651,138765182
138735272,181648706
136482450,123770620
91824018,105530462
75209170,113457897
80332039,303946522
80332039,126964557
140409125,70167413
23446150,8380844
75051872,20566076
68516560,54095654
97293816,208112690
66395027,24672643
117957849,262519680
59354562,285407953
137129651,201344038
139220719,112650339
97248042,347877350
27032913,349403906
65667723,315063091
52196654,337493976
123869915,131221418
134060411,183474810
54476739,145600258
1182380,384744130
97293816,10089489
51099335,248066928
10765825,42287367
80332039,39680521
80332039,297331901
87799778,334387385
93970634,124142259
3166978,366142515
3166978,338318792
132285491,275979897
11774110,390181058
114101799,50569904
131701813,223948318
114802994,88155489
67822184,241276084
75326382,206315045
6516360,386736057
46486820,269892350
128914790,327174078
79151138,68586652
22497620,305915082
106145444,147697409
85862488,323016708
