userid,itemid
117489231,204806750
52411237,274315720
126665202,47828474
62034800,160855401
44580650,290980263
4364079,175207362
101538639,73588867
82996925,154168523
142265405,331416843
91087067,103012133
98609754,74187240
124755978,299747258
67822184,272040503
25477392,303205878
6443596,2402710
22170979,187459811
27141122,170937625
127385366,83222251
79403111,188439341
53416987,49896205
53416987,246600746
21226209,314041390
56960895,333429840
56960895,84711749
45541267,228829711
73918597,200624398
93970634,193255302
28370474,23367121
27662805,32355248
16354041,128320876
140759237,185865886
140759237,362503086
1498131,148336260
90291184,385149840
60559051,357340104
128576282,335309109
84902483,222116891
35941637,166589972
47763414,362916119
62177780,370470187
91301440,371644558
49461201,63840223
134060411,290348715
99480990,361866895
51492142,154168523
60559051,172389436
138735272,200508705
138735272,264426688
125871688,8574137
102049484,344810337
44580650,141696897
130572539,373276060
125817021,160186502
47047755,209541339
10297132,311431106
10994058,323299670
95869367,329313581
39079609,72269168
22901182,174519978
131303989,367306830
46011980,185181034
4364079,198292381
98736034,340942126
140730073,227249328
133680584,270775804
133680584,346352432
87466107,113326582
120450577,265062205
52448630,224292055
92096438,174605048
45074656,101706128
132812306,29427859
85120673,114727257
110058610,170573051
136482450,123770620
79403111,188420347
94224118,368250082
28370474,18600361
45714300,307003973
34393089,399366235
128914790,127901114
66395027,158500577
138976435,403867251
15386874,128320876
120841661,22042733
8382449,54382633
1897583,149659217
41261027,22288146
41261027,20377573
114115623,303257844
104394218,277144411
6443596,223781269
62409605,335309109
82996925,29307287
87466107,353181944
140759237,349152524
67865490,194701908
5154444,30199420
79403111,299314015
55207467,84397457
130572539,187056049
61779777,72258922
35745255,246262133
11035036,279643877
18913329,187922462
27141122,135544615
27141122,192453251
42677791,107481142
71126415,321947581
109084676,109197308
140730073,357605262
85947802,114836496
100001878,90840123
100326985,187922462
99480990,46480880
84019407,334418957
21447166,118146105
17336370,307792517
39222343,142467659
25477392,335309109
139544053,180741456
132916687,144334714
22170979,211151290
76121487,232811244
44580650,386286326
118661338,300253262
4364079,3858228
93970634,340834674
93422967,319755258
138505346,282755337
138590345,122771871
18244844,388706147
65667723,317470523
42966250,41529104
42966250,298874037
42966250,213059963
130572539,206202305
130572539,59534794
130572539,110044337
130572539,149327880
130572539,165030039
90333804,132146844
95869367,31147635
99480990,184135781
71201867,249480376
98609754,310789995
24683808,187922462
45473276,383271926
123710751,128957540
66850651,265751621
93970634,117518311
124866567,401552716
138735272,242240566
62177780,365340027
48793683,276465349
98664722,188123819
2379445,259783378
36164872,61293574
131303989,356551331
44048864,309006719
87466107,221569462
58814819,254011390
37184570,32695324
140869856,115842631
65949028,218842161
71126415,85023895
128914790,210290989
8382449,12566557
8382449,267574158
8382449,38054220
46955464,359916772
66395027,266989258
66395027,235203389
89426847,264762995
99989881,57568617
99989881,402779647
140759237,81558990
4364079,86984384
129308119,58779667
27141122,19915012
92096438,217356357
56960895,260291631
56960895,315277135
42966250,128585960
71714329,11405295
78129838,344425275
45541267,374372301
140759237,238153689
55685159,300378734
37305183,264469913
2379445,29275467
82996925,48060311
4364079,242030154
139544053,77156823
130572539,242032234
27141122,314812839
81756097,79854546
47763414,375134462
53416987,185557075
53416987,268352160
28370474,389491693
129811530,387109063
9219164,56446627
26145391,185525561
67822184,84478024
79927411,346647127
41324527,67703695
54056,254552786
11589162,187922462
37970818,45117993
79403111,79582979
79403111,81799737
98531147,201759679
98621566,39051316
14012650,245393636
98609754,19900149
10994058,43379326
66395027,205081227
137328784,302895912
87466107,225753512
71126415,16571343
92096438,310408502
66395027,375646881
101538639,245646466
56124730,171332701
95221400,379424691
63802255,21264109
25163672,160601335
51940848,109315382
62177780,65727230
27141122,136902609
28160359,152061953
45542148,81256732
135455673,65740736
35739934,163746994
86239261,208129844
1188241,332021544
128135959,130910035
27032913,248156964
22393155,161698289
29716977,186385629
142151675,259118199
140759237,234975319
91301440,28431747
8382449,241491382
8382449,43704088
138735272,98451454
19089759,304721632
37405144,258197240
53416987,40427547
57940111,50758031
57940111,273023824
44580650,319214649
100684618,158235561
107583783,337574002
129811530,173551279
14621752,323938685
60559051,392619206
15950724,140486558
79403111,79434002
79403111,221680370
61454609,134625812
118095983,21867636
120845902,303654607
