userid,itemid
57275898,131155483
4381858,260439946
82914173,75681830
97045271,254077975
98199141,306881846
10878250,186459227
84517694,39304208
103606020,404218699
131701813,21890990
60352954,268832297
122325961,83554146
73197087,186061416
111695487,151455996
109560964,78558540
110873850,254803667
23316310,140522918
76398803,131904115
18981808,151094237
18981808,107394659
108049747,264463077
59731095,53002169
121339853,395160867
34798610,188682010
97730927,244624133
68961612,61550568
123842164,246700861
106551398,272336357
101899044,334815476
46011980,392233813
62364748,360976310
9138659,147291209
64030719,290544851
79681819,323006834
95064712,267414977
103498808,155028534
115078779,59509052
115078779,404199332
36904941,292760150
131344898,80878143
57275898,140486558
84638310,95135752
126143015,50226030
21669502,390181058
17883538,40994999
51492142,32318162
33535844,113372922
5412158,112266519
7254306,93883270
100279459,10237913
105256165,337645747
114101799,268092348
114101799,261263344
136091846,20881241
45881494,256137420
14670891,93896964
100833741,34543188
116936170,311674876
112317649,317350006
115636067,62771143
79243315,338633082
68989686,21681762
82838416,355434012
106551398,127069832
44500908,376999872
34798610,390665991
36110156,335309109
48908899,111857888
16905986,67229117
36751669,13955173
62364748,287248239
134233776,374124398
109005178,60846269
99288945,327992383
45598577,159655149
45598577,338018092
80699349,396366647
87298447,292790641
132614903,320525658
132614903,263303625
93284287,118312964
41745786,300054441
28086954,161320691
45463421,55574694
83423107,23114765
107583783,116675522
7254306,227740235
11900716,190390494
101250285,128267492
135566570,168773015
16407305,354373044
96509906,162236163
126761012,254652199
109522508,390181058
52592137,32062687
82384961,210543208
72148706,113242129
61443186,67159407
15777503,379626736
77119953,203560441
109560964,372939530
1799885,260888599
79681819,215813682
103498808,255111903
128865557,175585392
42636726,174063202
105684766,311377654
57275898,100747442
102712222,367771746
39222343,387691337
114896102,379129561
125988015,335609629
102825286,247866079
48908899,172220317
40734813,390411593
57638892,371157974
37305183,359432328
18981808,142226981
18981808,33730835
18981808,53463111
18981808,222494379
4364079,152415503
6228124,166113352
93970634,358697840
70978759,261788339
51311734,328501610
89258714,210123216
19338057,386440834
81567660,208263844
