userid,itemid
91451574,318694372
49396813,102235022
138387712,210028911
141016162,348054508
39431130,168798745
8052951,129153963
26502265,208382065
49520808,114129291
103606020,124103321
20824894,293400478
126077020,288894845
101403291,35050572
97832135,288448754
122679643,52254484
33448326,23065197
45208426,195051850
56646633,199249620
37271419,132574826
37993178,260702348
9790596,163255402
22497620,44104964
105309216,321348585
39395202,25583247
130765659,242100627
52256064,355434012
52256064,261481160
114955187,41286182
113114470,177912248
139986994,160085711
100067745,251435732
59763374,400603303
84423663,339413781
84423663,137857080
129731705,124877398
124804034,86194244
128161862,287862230
26194174,289342131
81586383,20637551
81586383,142208414
11027223,16649663
134437265,171757614
5865371,305979574
93284287,404102478
54144399,374214353
140483725,133446410
2950136,108538471
55889877,182376148
127795742,66216866
91301440,157342738
91301440,302168825
124719016,4928442
16096940,292243173
83768059,367572080
65409330,7494758
117957849,363526841
94308406,397075113
17362237,108638804
114101799,79557112
4903043,246834958
103412418,330671500
123394263,343692654
44640814,203996381
16755897,164878906
133888509,22472655
58757200,354432714
7853740,301719215
89727305,280120701
90047532,307792517
73024133,40764524
77443046,42164587
101403291,390181058
21790996,27864293
21790996,217040724
21790996,192478675
30314033,387791423
111518720,314930546
27927595,255101216
93284287,156753237
62225943,346373798
2588780,342059185
71126415,15321347
75533954,197741831
75533954,171248347
125441035,77071348
125441035,205993405
40973276,19426428
90326641,329766712
134232421,57004417
88196998,208866931
132019582,123106669
132019582,326498667
49614536,367986979
15950724,53297761
78462766,290762717
59763374,106462891
59763374,130000797
7585996,366911878
56830095,213521329
136482907,46196617
49520808,88897440
73024133,245733654
73024133,156669814
30025100,350427896
30025100,249201932
32684812,229381080
32684812,38400760
73034210,17180783
116252021,91396613
17117517,203189757
55889877,134058902
39980640,34780560
5586064,178616187
71333586,116423619
75131016,236505941
21790996,72110794
26194174,78448562
117970006,5646619
130743379,368400412
140628062,388319979
75321867,401548196
75321867,113912427
103871858,311364721
55050954,264368889
108546559,10478777
82473850,347877350
82473850,272985263
100024529,226984587
3423779,114222524
3423779,74700453
3190957,316809118
46669341,51866458
59763374,242138321
3166978,80657931
117222178,117850055
27013196,196121341
109859583,116067015
48793683,4465047
106175697,116454091
115636067,54885876
51085123,171912872
101403291,325549497
139250001,246828887
111518720,245758162
50857110,107901186
46433093,263250604
18913329,316809118
134232421,224861726
126143015,330999784
52416277,193193324
99694664,317337660
111842678,45593442
67202688,392219656
3423779,133079104
3423779,191055745
30638228,202377294
37993178,157268124
1769128,388295728
73024133,2280550
31986029,140563110
71419120,301850724
7341876,163253466
16096940,329040168
26194174,322255472
108546559,5577451
22040312,385070939
89183161,239730328
32684812,84279344
21790996,202183678
21790996,230459592
21790996,10073570
88120786,231277801
17362237,364985630
17362237,219677203
73034210,70636661
58207544,178351192
13538176,178789856
36513563,241491881
88290400,322490822
71126415,319820266
129731705,217154858
82996925,181650512
96052795,171624811
69687230,81286222
91301440,387089296
91301440,121082324
17757827,5421505
27013196,40290732
27013196,187865537
49189791,80233719
58280056,1259054
21358985,194252354
75821100,103620673
80332039,126569481
140158728,122500643
8052951,105722672
102049484,265359462
43622802,168878313
61058989,358301749
119990802,199751289
119990802,23548319
114101799,104604294
73024133,177118884
73024133,372142541
3423779,255921298
76359356,58900980
75631135,112266519
96168958,205299342
21790996,182801295
140409125,224177529
26920547,397921917
120305341,229451068
108546559,221760421
2267344,296814288
109639486,64666245
141717702,126476204
135488940,32671393
120964894,21133849
83929585,401556473
41440011,338059863
118056913,131753897
73407945,179708093
3141769,366325607
114121871,390907236
137042532,136782616
58280056,94713685
73024133,52744168
44109897,313048206
17362237,118314530
38478428,167298767
41868482,256191739
7341876,157028627
101403291,223293993
101403291,403763614
115636067,91396613
21089878,303334398
66588610,172723796
25249494,302778504
129731705,342868795
69285521,382957208
67743134,43318744
117954942,258898110
61740927,64354537
71333586,346611144
3423779,158842999
56708793,315079006
125042644,312636757
123867870,344091954
24903079,38987437
23049176,195140715
98827905,160871337
61058989,27068301
104811265,359595967
124804034,152478778
6392284,211775133
86673531,19900149
73034210,183629646
49614536,60483290
30314033,173535800
7853740,256450984
97045271,169685233
50673557,185017073
109012414,183514281
6146353,157984068
18288442,177381998
2950136,151389729
72442904,217133820
124804034,27326429
11007737,349031991
65300962,399139326
2950136,135047414
77044248,224065449
116101597,384495454
31751984,351876321
99891846,321284250
79403111,352383158
50857110,144889284
134165117,318276007
134232421,156641612
129731705,372081832
6997005,172184440
23316310,3931106
100027681,6478664
71126415,276694788
139590290,64089978
76985951,325874877
20824894,315128617
73407945,202278369
49579858,15836450
92348123,343280202
25528662,390181058
96894415,388207850
87820307,106384759
121637419,175118084
49003690,167432656
124016530,300930741
58280056,40525678
97832135,365118644
32353000,127308618
90326641,324682457
118465665,243457365
59763374,252027212
59763374,354249499
38965559,399899168
21465106,55308854
32684812,403829248
73034210,203814579
125042644,366911878
19704074,104562108
125441035,374214353
75292590,245122846
96052795,324679545
28948171,291159372
40973276,141768542
98827905,322183368
98827905,237289743
101403291,233292622
101403291,182545544
44683766,12434785
110844468,42767005
47416853,340944033
134233776,272293155
114101799,398091864
11268219,314903844
40917063,81256751
33448326,370078982
128997569,203097607
139220719,398485059
68961612,67970088
88271974,244744584
1769128,146234333
50857110,193939355
122679643,93667529
141603737,353381230
27508149,303405737
76910457,371678998
140483725,174291768
56646633,2416521
129022531,359402435
11027223,228514950
117222178,382417631
65683052,228364640
59057185,394791830
25896264,125593389
8052951,267294480
59178238,252548575
30025100,206848785
32684812,376997489
43622802,391361230
93232888,57844622
50197899,217108166
97130073,4504295
59763374,307821323
112186714,58496562
92397827,272985263
21111117,167955349
37993178,203154503
9219164,218544202
141484663,239215586
21266227,189149781
114413180,353868517
97832135,134903501
62581364,211808982
72651215,317608752
110844468,106621848
26194174,156775645
117547978,244562018
21790996,84289608
21790996,336604606
