userid,itemid
23341818,152987585
11683492,240588258
92706593,261462839
3569918,191889584
109280382,222569372
26277198,201897557
34795094,118259256
110844468,123265748
110844468,376685315
118228924,389719968
43349674,285408498
128838543,292454294
45208426,20389318
66303330,170401570
135858331,367428653
27927595,201556217
59688022,385070939
117968156,178681592
15627502,17712290
129022531,292388593
96238328,282902729
53027238,310411889
115393096,401989748
16096940,234463069
51431196,255487623
32191955,354261797
122183715,80977335
27032913,135804871
49371675,325590090
32831611,207740495
7277182,72268123
26920547,397921917
72295163,365192030
109613455,221830759
109613455,308501351
67309595,307176500
94380011,251702236
108810522,32308056
44109897,365211987
90782194,196108877
32701795,41892211
9451374,393513570
4445837,381463392
4445837,133669432
4445837,87342419
25438815,164195162
109705911,123248998
132368806,32816172
54279484,356442377
76014275,154829440
90241071,173639342
98827905,321331464
51926383,303205878
141600808,106472276
213655,270464534
126665202,118158088
126665202,315739011
4077888,124414602
139475729,207916195
127316852,113155339
78309060,110296654
121148622,374214353
57047656,300930741
43624984,224861726
90782194,281914159
14389364,66722357
23341818,347980172
113078957,147358654
36233277,53549652
14012650,266144698
25438815,186400981
26622553,382973172
117968156,205171787
117968156,368691249
109613455,257773615
24690079,32217115
4445837,20153871
5626464,192853335
5626464,41489959
77374787,224178561
137531842,55767877
72306639,403333833
106821106,380522327
24690079,373320605
79824,349051058
1805740,111133758
2338844,144244637
123257150,210788303
47924940,196285000
5686843,163398955
122183715,332105364
121006999,366911878
81479152,225372288
99784621,244504324
137531842,267780244
138524216,102088859
46231195,294820642
46231195,267726345
36808723,27961728
46955464,179265250
14012650,49308751
97357434,201113916
46312993,92469234
54204561,348308899
62126989,14661392
23330391,46480880
122458300,384901301
70380387,138300247
5626464,400722872
5626464,222150654
52372344,168800598
115159934,137414784
50747233,3504871
117968156,138792901
1334962,127117118
122920831,310269253
113078957,204824136
109613455,178744571
100267644,171622447
32191955,57226704
13817717,355434012
77743407,206256218
79076274,51676427
50759397,323434734
121148622,46480880
8915107,159935784
107102683,353342101
48920955,317680444
49841922,180663348
32438624,24670161
33303512,404278286
28011137,248041423
47908754,47418144
48752418,239611985
115218563,20500962
84560829,39265636
104143619,198292381
122136651,372428640
117968156,280054247
117968156,217463346
54404822,64044801
134993021,306342850
78331026,337164027
124793990,223293993
30360670,337338214
3282021,264469913
55889877,237908618
15627502,51417616
108969823,36351033
8311653,361330576
93232203,358143033
102946950,21475376
132210450,174205093
132210450,309391888
32831611,70075484
71090781,308498596
85336332,335122220
4445837,337009379
107102683,25991718
89083541,150938183
87998227,344099626
93970634,255103751
59567091,357608288
122458300,250070799
141600808,3892822
141600808,56678284
141600808,48002672
41200428,200682523
55884426,355125481
32168566,279248567
97045271,329564439
8915107,230417386
95948031,171864847
99792011,299359410
54725247,385753960
59244307,239215586
142064691,138309733
128135959,283170155
112806422,319119636
77374787,233770839
26277198,80965426
72306639,210048334
58778870,356306515
62443822,106554175
105417760,229333513
95237482,188383033
59567091,49517993
15627502,194213496
18244844,18217037
84560829,33885598
46716857,309666957
134165117,261604780
86239261,362260412
115393096,185331045
137531842,160182340
32191955,385857271
115159934,388602765
115159934,171648093
22378126,393707826
20472131,290418014
109978933,120427372
93945524,230703387
98106690,278921474
112711623,11780767
21743048,167439974
21743048,311670543
128081640,181630953
129533061,124859234
77743407,179384537
77743407,125519989
5686843,240980648
26920547,273791391
26920547,224198809
98756772,311674876
6101177,368741920
117684032,402382484
107954360,17755746
103664180,272985263
97173907,141990407
62007671,251057575
35389479,71371683
78331026,107003477
78331026,121594958
134473569,305613858
99791909,102660079
54771046,326815582
114971408,356524222
117968156,107616257
117968156,272850700
136616127,35834335
129072827,221036524
213655,314764153
141142627,251570727
50747233,139472667
117968156,37685258
51689371,320593836
111894319,149600935
58784511,32689269
2742560,351740368
110844468,64716217
22378126,115326129
109613455,243382507
40174741,243628106
35799041,100022482
15627502,275212664
65120590,12376117
35525691,169695943
21743048,157615871
21743048,206865902
49841922,192362031
81541985,110108466
66535302,230237263
124506934,167074648
63489689,123803130
76014275,225412929
89545247,298206428
43624984,326472415
15386874,58563195
10994058,52805146
66831202,149492963
129533061,110527192
35389479,286349838
35389479,375280371
57940111,162487310
96786739,349051058
138720115,197757650
117968156,394027650
117968156,156943774
77044248,49740906
115100960,23058183
77743407,401983289
50747233,366415172
101508404,64576729
95272651,81056498
63489689,122229245
76014275,315629941
76014275,351383574
84560829,160622576
24690079,184475652
18452620,140446070
55889877,91044632
6723204,395018297
608951,170240998
608951,290632289
113104667,128049462
110262333,280693015
128394404,281280451
109280382,245997263
41440011,393897610
32191955,102988665
10319860,39104907
109613455,298337409
23341818,365859757
27927595,255101216
92698575,180444733
95948031,149680935
76879190,296089209
65444509,144625473
76606093,150147902
111909694,89172460
105556357,244326424
92706593,202135649
83058850,340499717
2742560,119685412
104143619,355610243
59244307,303205878
106335674,107406083
18452620,362329104
57638892,324871843
113078957,153275276
142064691,150189614
118095983,267537186
39980859,35626792
85336332,381270113
107351947,12061013
33173119,184084179
48777158,100231517
122920831,48987059
10319860,37391450
22378126,176668205
32510862,218513496
131231135,77978786
29373526,232023975
114377254,328731058
93675262,120721849
40174741,228809147
21743048,136128044
40211203,125792717
2742560,18189868
6799716,364362266
124849024,288957036
76995710,80123266
78574430,47795202
100078685,266028659
101508404,371610206
40137551,223889656
94832743,387044878
26920547,177567944
135858331,52112035
134165117,294044738
23341818,71259157
72306639,363122051
71090781,235190847
26622553,199568383
135802457,182645658
82833924,164675362
122458300,116275409
14512595,155588139
81182608,274973876
97354034,6723622
76865333,20881241
70380387,19787691
14012650,161722710
109613455,200993355
58778870,107353987
69410546,369210663
46611643,169418726
64326708,118259256
124506934,87302747
77374787,103979843
3569918,60121083
113078957,78900191
55890664,113914535
99785045,206357760
32191955,188004747
44109897,24453850
107102683,271491904
49003690,335334418
119680979,192046922
21743048,128344717
21465106,21489972
101828235,215847312
139145544,277069486
73798342,5638046
62126989,301756804
47924940,53573673
115378138,231950305
99059817,134814576
18244844,70385038
32417348,171315964
92096438,404400659
47090672,250369720
365699,88632630
46955464,150462940
104143619,31180675
116867259,20136581
81046312,146981047
59567091,90395886
111909694,249860548
63489689,299521412
15627502,6215144
55889877,277669320
63489689,387109063
76014275,348192305
89545247,302949599
115636067,111784947
31538214,295782920
122183715,160944282
98043049,378505512
117968156,84775725
90532631,250289765
137531842,129523455
108786121,323450897
32831611,267698581
15600560,214108761
19399879,78883779
5586064,63847586
69172388,263884571
58778870,355601554
74920552,184142742
121148622,210094114
76995710,385466119
15386874,320593836
16905986,247783587
115393096,82198769
90180023,55716921
78692954,362923615
104191148,404127359
42973948,168010998
50747233,41703720
115159934,240986725
115159934,208789888
115159934,129364683
122920831,310787822
132614507,293787309
93232203,124210970
71090781,386505033
16096940,265865728
142064691,254391460
32701795,20473988
