userid,itemid
123006863,112412760
67477912,132172509
67477912,248207740
3166978,69599757
51013339,349445445
39413973,173551279
54725247,177912248
120986091,286312051
88150994,194592126
72607632,269550619
84374385,100802655
107552130,245499670
59057185,339363969
107628666,289671792
11089553,213049510
51429394,338534051
12322077,37891881
12339789,139128397
57981025,61182816
135159590,44103903
49007854,375672094
28011137,397007687
88290400,18698680
7234861,296443148
102014015,242714591
73218701,249480376
140535667,260196315
122102339,211947163
35399865,168772165
35399865,375334462
100605176,54625444
99543620,161369456
32033919,347537410
72214388,63924999
140423268,222031803
140423268,148123825
8397935,191888890
30683859,137967598
99735273,210290989
113305568,321995663
58238111,347745633
25173367,144625473
47038183,352869286
87990594,283690095
119092054,207059020
62672024,82597743
87799778,319373523
44748590,215693016
72251098,173963414
25173367,101459563
55884426,79472841
16832057,385643647
120992701,62008550
101748138,191301907
101748138,378556210
3166978,379827409
61664752,186257636
75051872,13706856
91623653,232902140
123006863,232972381
57824292,99847553
98367095,375689539
85447850,146596417
8240912,402753938
66079671,318493332
23137309,87638772
25896264,150207384
51429394,368059320
138442756,332162042
122102339,133798471
100559064,83283727
69251001,118068524
106551398,18170459
47710892,80346762
114971408,329766712
7585996,160042506
23218973,114457118
140423268,371756150
140423268,103119354
54187558,55472446
102727427,94470453
17117517,265271255
113305568,24632240
82435724,352940544
57190135,76715255
2131753,340991059
2845412,104636664
790713,197510875
100605176,169082932
107859322,139223366
135721617,382742560
123006863,273002507
123006863,370509400
123006863,65913507
56002069,350373568
82435724,111152415
67865490,167065439
120986091,253059875
35853904,28865534
122443173,67944932
39831836,278033430
85862488,242200831
103704577,252809754
33448326,79782207
134499562,226800070
67085594,24688305
72251098,43429448
72251098,167931648
9790596,139128397
54187558,353881659
6222588,157738992
140423268,17321207
140423268,170763259
62672024,22588230
107351947,335309109
31663890,263556449
25166903,288928420
31717348,23436429
7341876,56352548
75051872,70718551
66924694,164843429
109012414,20603735
109012414,345652578
107628666,169316912
9144935,77071348
36904941,191049441
57981025,61710692
117659143,369268446
114971408,79705498
130820048,152061027
63330474,89647906
54206477,219280900
99735273,169540009
101748138,256370722
102550958,219265111
2172795,314804799
101748138,357700429
141290489,152651725
21669502,297784603
107628666,18107712
98367095,22518078
7341876,355591265
7341876,253410174
25896264,249847751
23218973,155854076
11917811,33833296
63489689,267710770
72251098,315260688
120986091,111020511
74269202,162682004
45824154,222895681
102139569,77149644
129516472,206381733
14067253,123117433
38727575,3186827
76269329,401457599
89825616,204806750
39413973,307792517
92156910,161454234
140423268,202399931
67840643,193799754
7585996,34732754
36513563,330255142
6997005,290426490
21266227,295112810
93221058,277854490
54725247,274560047
64698675,20880690
128135959,110667974
123006863,329245387
17117517,235023709
84441355,103069971
11731068,351033000
30368071,332024681
85160711,239134780
117873394,382389745
7585996,40786900
7585996,187580230
101748138,192311592
132884009,174519978
101748138,61064707
101748138,370454615
42277201,125891991
3442818,81357524
3878869,332836857
51689371,17398317
97384092,280134205
124926433,164693282
107628666,14763649
68052246,28399825
14355777,109639391
100605176,157186372
12322077,130139469
99543620,352543539
33448326,386803962
62603897,381769232
2131753,194109891
36513563,350592423
118802168,364438114
4225412,49002319
65629361,287172448
9560592,310411889
102139569,65755351
8596951,283204031
106783624,93336990
119793858,41741623
27736230,194771623
15987177,46426017
119652192,367720680
75699486,297917059
132323947,11643916
71601515,318304388
89917648,387044878
64707730,31504155
83929585,170867171
123006863,240064755
123006863,67787597
77128465,137409397
11944953,380561362
71237773,53297350
7011544,114237766
102244291,31204290
9144935,320525658
43052420,102126231
48619165,338662081
62672024,260162505
91836183,90176023
121034306,194771623
565533,19378805
26502265,247380863
120986091,111329783
96504901,66722357
68961612,54481744
115275150,282602631
83275852,315377985
40978309,357280697
104849552,345233259
101748138,100625493
7585996,319631758
11310078,105310878
117659143,102025406
134499562,9181811
13385262,364971163
33984927,261969582
66079671,264317640
113418436,15813745
97974838,92606918
109012414,227341575
42277201,337802357
94257737,322824135
88405349,138952559
46610519,390555936
122301567,210099936
14621752,56954415
119137734,2394376
88967877,51767060
82853795,133376660
104569658,303348490
64585415,227126735
131439469,105431141
103704577,345335735
33448326,42840152
63330474,282199827
63330474,203383420
23218973,99181206
13874122,33161100
117659143,158286412
117659143,318702241
36513563,241123666
36513563,383138574
97824991,251443481
113305568,282447175
31994149,391394091
123006863,102364122
123006863,288793752
123006863,77149644
107765078,134776158
67477912,348258843
31717348,17012330
96504901,117850055
74920552,11661752
72251098,363803250
21669502,311317978
108748058,213194153
126094939,29892565
141578499,336943594
41650796,21973776
84080163,352627886
140423268,85091446
140423268,59714792
140423268,13795891
113461928,281674648
113461928,93324063
126555406,300930741
82435724,350393330
61570016,61219782
30368071,48289350
31883407,162401290
66359448,260389139
73746330,349000290
26766183,141465854
39430343,22667864
90916467,308048911
57981025,46426743
2527320,1801849
79403111,137213729
117659143,280458787
33513319,279880465
81470571,147431206
57190135,285835534
93284287,101513318
102139569,302472235
122443173,173803069
84080163,288032816
36724667,338059863
116566844,86692108
138505346,337996140
88967877,18962399
108673661,374214353
72251098,72492105
59473714,353924995
87442587,202334778
28897086,19900149
87165474,179019175
3192805,401505024
82435724,206697067
84441355,115851820
69255232,138765182
55605483,375254201
29983125,357632791
78992546,56946346
89692927,75920849
21931159,121712590
91836183,319483787
101748138,20178184
101748138,285027951
17362237,152651725
99543620,309278328
101748138,231097059
101748138,343438843
123006863,345034078
141290489,118021226
75051872,188964451
140423268,89460896
67166709,24786883
110327133,136604629
32033919,108977467
92780565,141686475
22188362,97899400
120986091,177038483
120986091,103524720
132323947,29188205
21089878,41429933
72120347,375610786
32168566,397670044
66079671,278062663
78045043,227674094
36513563,75743289
128519267,278479336
3192805,373829523
48510598,194771623
35853904,154353114
65120590,398444445
65120590,5911411
86034641,179102902
54187558,382606997
21669502,382137906
100876687,364362266
72214388,265000595
92454730,123430077
92454730,232226079
47735893,78666403
51013339,268387784
7585996,39614811
110844468,88872522
20632602,79750204
126192461,390326919
57981025,99590294
51503232,398831452
82572658,116305900
53245132,62556333
29285910,58760776
140423268,240914774
72251098,304541359
72251098,186573224
72251098,271909966
72251098,373489028
83345819,311322353
120986091,103922308
120986091,211797282
57981025,97589057
129685421,6437421
114971408,266492359
39831836,74368189
7585996,15511220
36513563,80639314
91836183,117641800
109533593,39663018
96254870,125666923
123006863,73950187
128050388,144743537
126094939,219106388
65010632,228506228
141603737,203077284
90916467,363710908
94257737,248098941
82435724,352872200
19338057,84356299
40781736,77480467
44324837,182621268
44324837,105827680
122102339,363959664
20632602,38400760
126721630,199226240
44152472,18569983
44059193,246183571
115226000,307492384
117659143,29922599
64696595,36094564
32438624,304283399
44748590,114294902
57824292,239205316
101748138,278031042
101748138,213294353
101748138,180559989
101748138,306759159
81470571,227354121
35389479,194771623
84080163,119138725
15987177,11988250
21089878,52070777
34665001,75681830
68961612,27130275
105591337,7304331
93675262,296574944
107583783,396356231
110258310,374890725
