userid,itemid
134319759,20803942
76212088,142015520
125042644,297927635
125042644,30106944
125042644,60227264
125042644,303704853
53767362,42221441
122512765,83150563
13081722,371641561
82996925,243747925
132019582,279962281
29819397,322008056
109893417,333822981
79181598,254031516
86581662,246014186
33448326,381747656
54970164,187507086
61743492,57493945
36233277,343299064
108049747,334211028
61657695,225604253
51689371,272862600
18927299,45137140
132782427,310577673
123842164,226850549
6997005,380505600
126784328,126902916
8750098,293076442
13311291,321886986
51492142,154279832
69152893,201692186
69152893,277416476
42768689,261467618
95948031,393233404
114253675,356791486
69439796,61185087
109639486,27219887
8382449,92172270
45754541,157984068
123226008,191524336
47241390,354343517
93284287,151423369
93284287,54034474
93284287,335238834
93284287,150435160
93284287,311551877
38711762,347678438
60408225,104604294
58008140,235539867
77260277,306349083
73202533,195349750
35941637,195247504
113367173,74411124
56970308,87282239
56970308,293333498
56970308,147028083
56970308,165683268
56970308,230324478
133541311,248362565
2720721,71008202
62355811,1259054
51689371,21070039
82414453,100760402
140735769,15440830
26502265,249292580
112900189,330768599
127168253,387354508
493013,24181047
96042606,206381733
26529364,215202098
50478366,264454448
93232203,58737141
120662972,265620314
78760932,111578194
78760932,158946226
129141421,320588482
93284287,191055745
54206477,100907600
110122107,351657671
136482450,72243074
104298835,207599729
115557934,143289466
3671315,344211421
3671315,43006230
45360868,93336990
46010609,238804104
53167968,341322543
105006722,132349168
15437545,401577747
132019582,182200542
56970308,315313353
56970308,28996016
56970308,112358290
140563378,371448192
2131753,245850011
2120923,181281504
2120923,242545315
93284287,351622083
93284287,343539679
93284287,333925479
93284287,395940465
105006722,229317287
6997005,134594459
85271128,199101354
123006863,381927357
15437545,383941265
11007737,21942515
35941637,133200110
82996925,378841129
28948171,379532935
125042644,237471772
125042644,154862878
111961699,144973742
77252588,378878990
51492142,329137684
33448326,250022309
42085231,373693990
13851650,394854960
48327589,291900071
36724667,398752983
48099335,5597355
113367173,387924556
99900937,169283947
56970308,404156863
56970308,122811409
56970308,358884609
56970308,250477445
124093640,78502331
13527121,36163692
26502265,228858072
62560245,45428042
76606093,150147902
10770527,112335344
75326382,115798690
31413542,22482335
8362294,143830196
57190135,389028396
123869915,249142507
78045043,227674094
66293783,365100372
101061002,236420920
101061002,138778580
139220719,398485059
87542208,19056551
54206477,83067761
131293826,102434607
58871895,358824323
59951693,60085572
67743134,227374538
91087067,296899817
125042644,178389637
4755159,320152086
136482450,99064172
2502524,223644341
43409746,339005822
91824018,195576524
56970308,380395500
56970308,12122097
56970308,363896901
93284287,180995490
93284287,120669804
93284287,215728531
93284287,139963580
93284287,74700453
93284287,309198372
93284287,68047166
140563378,199366897
57190135,303062274
95885873,198423461
31413542,164582430
52825214,109536190
88290400,266007427
