userid,itemid
110664771,56462476
124191041,161045096
124856265,339140138
26974021,80233719
135857964,303593620
135857964,69193228
120305341,41335215
26863866,849387
97384092,190774778
54704248,232938227
12339789,239200348
12339789,117142614
139891563,52139669
33448326,196996900
135402088,2731825
80490154,161812721
135858331,223137036
79403111,145722230
62007671,373163797
62007671,75090644
62007671,324684456
70070588,324301474
87269189,235251164
42676532,22933384
27032913,144699840
109012414,119345576
109012414,200196397
119500931,233105317
75162717,43602271
104664128,145822990
126925524,45443112
42137404,101676198
60330578,233292622
124832591,389830749
128213972,360346914
58784511,13201944
9149930,216667887
107034437,377658149
98238017,204523159
115374204,232970241
63729308,65755351
83334493,223823698
111195634,350200699
72442904,323725916
71018291,292243173
84638310,179543993
85061519,61813615
2720721,71008202
97933481,70569220
99694664,178016898
11010595,132800429
133428730,181849443
39324037,70173246
115275150,47466396
115275150,354857864
81901472,5968876
66200828,293103308
54204561,86598785
93850991,246947782
27032913,134653827
28011137,314804246
99791909,264950627
56592437,299851899
15089689,361220001
104664128,296618556
122443173,133244479
139493879,80233719
93133160,129798740
74373659,224178561
49614536,26927335
102244291,216349016
29246035,169410294
21465106,277545213
21465106,116500953
67202688,127134403
78314284,242881330
41261027,53532086
41261027,397949096
69953834,151397552
65683052,372428640
65683052,207792021
66190657,188767940
29641259,19787691
65149825,61288330
132019582,123106669
39744838,155790516
16096940,213329871
67892536,383697064
139030112,93336990
109911889,315511847
79403111,112082966
125042644,222179952
71018291,315956655
120347417,18481996
113469201,66823414
113469201,391006624
62007671,282093465
100027681,232014031
52683211,251987605
77496714,256114587
118582594,347051224
123867870,129888768
61536684,274941589
61536684,292117405
90633993,269916608
90633993,239508858
132653097,8247838
132653097,173128680
75162717,57176510
16017921,95100603
94480146,146962956
94480146,181056921
125441035,346860249
53416987,66736443
57190135,5282957
51326262,222494379
44706382,268923335
13818219,148887458
117547978,356442377
120305341,168987621
72442904,213901658
58156669,369170393
58156669,296544625
89258714,47141910
27050179,156043735
27050179,388227079
132653097,107688908
68961612,400635573
110309128,85830366
116223148,81875464
12339789,355624974
89249164,24275192
62603897,386871236
38181340,124328362
97146302,389679432
110664771,130227716
93850991,65908580
97730927,327378015
63729308,223293993
104664128,166344626
35799041,76093985
76143991,274545366
82435724,91508727
129811530,159266336
58784511,393642172
111195634,18170459
7223825,334956882
59698667,312863896
126485355,356442377
136220191,275327771
135858331,110918753
87998227,71236852
70157276,300930741
80415557,260929852
37708452,253480458
72651215,284573126
37309352,286749412
97730927,357999658
11106706,136052002
44392514,356120439
96337789,233494095
110664771,91692207
22123389,178458191
13818219,136271387
88079688,111839426
119783832,122553254
119783832,395383180
43631068,259883429
109103,245517725
7223825,309129841
115374204,359106959
115374204,259478285
114147733,69878611
114147733,342454819
24580657,29547115
133429407,117732364
8240912,316957378
68158918,362520478
85081309,49071558
69953834,367054101
69953834,299347786
117970006,404069804
213655,317923845
104790588,169316912
136482450,99064172
120305341,359470781
12369583,79750204
47710892,269329111
110664771,204156123
25008977,169005236
82698552,124123191
108829095,344149669
108810522,114358275
12462869,378375106
41919803,269592277
49394233,275742465
16601904,43461054
77797798,287824233
103606020,84672466
6101177,29804171
102825286,290226563
71018291,117692244
123867870,353005531
97384092,203310265
97384092,207317973
105825623,62299191
4567220,359525996
135566570,12369932
42137404,230214333
60815533,309017449
75195687,121880968
5686843,320844560
72651215,67818190
72651215,362503402
78537035,5081789
58089074,332200299
137996912,360737779
44580650,16811626
20903813,356442377
27906720,306694209
142368840,344357147
96337789,264621066
56265199,110334721
95407138,182953110
69953834,221342348
69953834,346198876
96052795,196733493
87269189,86653709
139891563,267897785
28665006,164971070
111195634,364762065
114147733,133976493
102057111,64477458
28011137,396444169
91729153,148720299
73407945,65681573
73407945,259845152
123867870,155308955
54423533,244035207
12462869,326123561
123257150,12765072
30552706,62877771
70070588,18956248
110122107,51954627
10773940,200966533
77496714,80163983
39324037,398218161
60802346,57944339
102825286,62041507
120305341,403837920
75292590,170165938
16096940,204040095
11774110,9656311
84638310,197460639
130497558,76915547
46011980,392233813
93850991,327822976
50904788,224961215
15503033,17287839
71714329,259240191
44909131,310463971
130134707,360724511
43052420,396134376
59763374,28566346
120992701,116790401
124382480,259331186
24495605,395809099
30638228,129308816
96052795,156116032
31700289,16033726
