userid,itemid
71714329,110897910
24000198,396479143
24000198,299905460
110690572,368741920
4567220,103049952
65519398,55447352
20243905,196530600
74056865,90641571
101256206,386068515
101256206,240980648
2588780,250792134
213655,37373730
128394404,323582185
25665414,87481201
15627502,340144424
2302002,36518784
2302002,395308403
115393096,377422073
138977388,219160250
138753048,107725969
21550476,175100369
99512654,307792517
59763374,368988978
15600560,303405737
56920355,36264228
48509295,249330336
111497529,31538414
109613455,119217053
20747863,262423558
76073975,150408419
92156910,370879491
59564210,380433
50372642,168726670
14735918,159681613
3662776,82088572
25544044,51922952
65381253,82322052
25678919,55266459
41584192,224422844
64471307,303205878
85004126,141508666
42879294,294167986
31471752,111896941
92020710,219921257
72214388,105023529
51492142,194055627
51492142,246700861
7606334,247938177
21676430,152919556
64126748,249722136
42024448,149522536
14670891,354585243
63339213,388930299
90633993,196516706
138977388,29857043
61472535,248449287
24000198,81697123
24000198,234905983
83813302,136444548
39751143,280905170
13327410,57474847
17503742,117850055
47087121,64305218
65762927,374077149
98440358,166919358
95247029,140410040
130987421,50612279
140747079,369875555
115809291,379091261
97436550,355007687
122021278,225753512
82329199,181217263
87942719,253584168
109613455,398384205
15688979,124167496
11141921,164808258
65381253,87331142
65381253,89653601
130620874,5461554
44416128,111133758
74373659,159271456
33298619,250800793
59763374,85386231
19338057,269560977
36863326,227069870
76073975,88726715
76073975,185807391
81729056,402969302
15688979,351842930
15627502,76350354
4597166,237747050
5686843,58496562
86530795,238579804
20564639,157984068
102178411,212743365
34064404,106975653
87634750,364687387
86823123,165891798
46312993,29148168
109856177,88231585
71714329,398625216
93675262,42675541
25751195,31443567
63767620,51235860
19708378,314425453
87165474,106186836
48962145,257929909
17264043,373720522
65381253,164238324
57636921,174403325
14735918,200394320
37474821,88612303
138977388,331853293
95247029,31221810
230711,167074648
1725399,217085998
78445846,245737195
11142295,158029781
35473939,368691030
110615671,177912248
2302002,138849778
10319860,54629528
57015662,353167617
139654010,112266519
121006999,150228380
121006999,173292176
136227449,161634794
59394022,201872745
130987421,1293228
34771223,209978195
107787981,94062845
77443046,376379239
40310645,382447696
129076681,320048931
71714329,215273468
2302002,112840211
36863326,79103452
39751143,192484248
39331817,126526348
74049444,130783597
87634750,291348076
111276571,256506746
103606020,84672466
61506078,372860861
116331874,341476240
138214018,139015322
105256165,277490651
18927299,45137140
51298155,268201747
61692878,189272121
61692878,1950701
87942719,174473478
131881789,218723551
6118,166345818
14670891,244095422
76352172,347763729
116049086,299851899
83334493,75985059
91301440,1945585
91301440,72661829
24000198,111359806
133651025,170594555
40492706,199289697
14670891,145708067
14670891,349265759
86530795,366911878
121550598,8816162
121550598,395809099
15688979,360515111
72442904,398532613
90633993,169540009
2622091,71316833
14490465,148912509
36738292,279932513
85295844,203411065
101903161,348781036
24000198,190648391
97045271,254077975
65381253,130983001
137563818,339999907
20264430,22358628
67202688,85794087
39861556,59438523
39331817,293454426
60575815,225988839
76604277,261574423
33739957,121987458
76073975,58083510
76073975,80080122
65519398,393724860
11889914,131149262
74373659,138530062
66132570,132730786
66274733,21518733
16332862,348537412
77957775,44257846
77443046,121522456
34064404,238706663
2820961,293439404
72167112,229743123
130987421,224422844
142064691,102173234
37552619,127963488
85862488,312926929
115129419,164971070
110262333,169615014
95687290,96756462
3304327,84478760
20243905,118515566
20747863,166475921
59394022,317513208
52042648,118955033
61664752,83837517
108969823,190756502
130620874,156428497
71582654,18742876
109613455,221830759
53162708,378829114
14670891,351121116
14670891,149497523
77443046,338585417
30868346,212989857
72241985,264370046
2302002,238315820
129308119,365890012
15688979,22530155
15688979,113834916
48327589,233217989
86173615,239342258
97045271,89822021
76073975,85720690
71714329,239378107
70240139,290762717
93702639,326122874
72442904,51948339
46485348,245214346
3569918,29857043
57015662,46542324
97045271,280520766
96317471,115851820
76073975,253185118
36863326,138014994
137531842,34163151
44416128,74275278
89748192,333254436
109820331,74949392
138977388,46242042
70889190,285176956
14735918,204072514
130620874,64426355
81322348,327046197
101256206,270325627
91623653,340749046
101854346,191288493
53162708,135553754
53162708,221869307
3375066,316061120
132368806,50843448
63767620,96357709
213655,12989401
14670891,214268171
14670891,264904351
14670891,357754806
111497529,255676949
125935855,381228536
33298619,173225163
51946048,300291882
109613455,401553967
126054635,226916215
70913065,134674035
48890303,68050508
429994,296593739
91087067,95895237
100929958,200196397
41349842,335677878
43603561,245127240
95839581,32905340
67386849,336039278
120992701,291159372
111276571,355848986
80458696,325935005
28930771,353892706
82384961,401149090
49243199,136976608
30198310,157984068
119510763,372909432
27662805,130106773
55864105,160845581
78357080,29264094
67202688,279500214
34771223,117166901
55882028,155588139
20264430,242983301
65762927,35789392
19769406,9481888
53162708,112519391
65381253,6993178
65381253,358092361
65381253,400867784
84263296,88448556
62989173,98252582
93675262,294173567
50208513,382543534
109613455,284946177
109613455,310094587
93262868,309892145
94883880,154423843
80125653,41821926
33298619,329121396
132579775,147764620
28195796,197593251
39751143,86787778
30839253,139336408
77443046,266074219
77443046,253433360
82902886,349057556
46312993,159285257
84676338,20977779
84676338,111116953
61759149,163676875
54777788,166287083
130987421,155230374
71090781,39622653
16096940,161726310
14735918,92021139
22859350,245481436
54777788,208112690
116349225,345563416
104683710,314041390
68597508,191375871
117956367,265360300
43803932,335309109
39331817,183794267
48793683,316991586
71149953,112567926
65381253,119860951
63767620,120788364
63767620,56716930
99288945,263737571
27927595,255101216
41349842,104636099
41349842,270196004
51492142,329137684
51492142,226850549
51492142,12806166
111800667,277137409
71582654,206898719
69613205,245082998
64493138,288430321
59567091,43413147
71714329,394915423
21550476,83013703
77443046,5192772
93314915,291385196
52072237,192046540
33448326,235056683
127316852,98723089
61759149,74275278
59495705,19697310
9310791,90337957
50672934,80233719
137531842,14601859
1805740,184400
83328872,322957624
52610344,8844317
41349842,251739038
41349842,54815759
85336332,108656134
116349225,272252798
49823478,270527259
14670891,52804366
14670891,400569854
40164889,267742656
125935855,29857043
63767620,299757572
63767620,285989875
914729,333360356
